,YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,AGE,CATEGORY,VOTES,ELECTORS,VOTERS,VALID VOTES,TURNOUT,PREDICTED WINNER
899,2006,KRISHNAGIRI,. SENGUTTUVAN T,W,DMK,M,53,GEN,69068,197095,140275,140271,0.7117126258910678,N
900,2006,KRISHNAGIRI,. GOVINDARAJ V,N,AIADMK,M,46,GEN,50873,197095,140275,140271,0.7117126258910678,N
901,2006,KRISHNAGIRI,. GOVINDARAJ R,N,DMDK,M,38,GEN,10894,197095,140275,140271,0.7117126258910678,N
902,2006,KRISHNAGIRI,. DAVIT P,N,NCP,M,54,GEN,1913,197095,140275,140271,0.7117126258910678,N
903,2006,KRISHNAGIRI,. RAJU V,N,IND,M,37,GEN,1841,197095,140275,140271,0.7117126258910678,N
904,2006,KRISHNAGIRI,. ABIMANNAN C,N,BSP,M,30,GEN,1672,197095,140275,140271,0.7117126258910678,N
905,2006,KRISHNAGIRI,. RAMESH S,N,IND,M,42,GEN,1100,197095,140275,140271,0.7117126258910678,N
906,2006,KRISHNAGIRI,. CHENNAIYAN C,N,IND,M,57,GEN,938,197095,140275,140271,0.7117126258910678,N
907,2006,KRISHNAGIRI,. MUNAVARIBEGUM S,N,BJP,F,41,GEN,812,197095,140275,140271,0.7117126258910678,N
908,2006,KRISHNAGIRI,. KRISHNAMOORTHY RAO,N,IND,M,48,GEN,594,197095,140275,140271,0.7117126258910678,N
908,2006,KRISHNAGIRI,. KRISHNAMOORTHY RAO,N,IND,M,48,GEN,594,197095,140275,140271,0.7117126258910678,N
909,2006,KRISHNAGIRI,. GURU RAJAN M R,N,UCPI,M,36,GEN,566,197095,140275,140271,0.7117126258910678,N
910,2006,BARGUR,. THAMBIDURAI M,W,AIADMK,M,59,GEN,61299,197892,143663,143663,0.7259666889010167,N
911,2006,BARGUR,. VETRISELVAN V,N,DMK,M,51,GEN,58091,197892,143663,143663,0.7259666889010167,N
912,2006,BARGUR,. GOVINDARAJ K.V.,N,DMDK,M,40,GEN,11157,197892,143663,143663,0.7259666889010167,N
913,2006,BARGUR,. NARAYANASAMY C,N,IND,M,42,GEN,5666,197892,143663,143663,0.7259666889010167,N
914,2006,BARGUR,. MANI R,N,NCP,M,29,GEN,2519,197892,143663,143663,0.7259666889010167,N
915,2006,BARGUR,. VENKATESAN K,N,IND,M,37,GEN,1460,197892,143663,143663,0.7259666889010167,N
916,2006,BARGUR,. SARAVANAN R,N,IND,M,35,GEN,987,197892,143663,143663,0.7259666889010167,N
917,2006,BARGUR,. ELAVARASAN A,N,BSP,M,26,SC,765,197892,143663,143663,0.7259666889010167,N
918,2006,BARGUR,. SUBRAMANIAN B,N,BJP,M,60,GEN,679,197892,143663,143663,0.7259666889010167,N
919,2006,BARGUR,. ASOKHAN K,N,IND,M,47,GEN,567,197892,143663,143663,0.7259666889010167,N
920,2006,BARGUR,. GUNASEKARAN K,N,IND,M,37,GEN,473,197892,143663,143663,0.7259666889010167,N
921,2006,HARUR,. DILLIBABU.P,W,CPI(M),M,41,SC,71030,223534,155411,155411,0.6952454660141186,N
921,2006,HARUR,. DILLIBABU.P,W,CPI(M),M,41,SC,71030,223534,155411,155411,0.6952454660141186,N
922,2006,HARUR,. GOVINDASAMY. K,N,VCK,M,37,SC,57337,223534,155411,155411,0.6952454660141186,N
923,2006,HARUR,. ARJUNAN.P,N,DMDK,M,58,SC,15754,223534,155411,155411,0.6952454660141186,N
924,2006,HARUR,. AMBETHKAR.P,N,BJP,M,33,SC,3566,223534,155411,155411,0.6952454660141186,N
925,2006,HARUR,. MURUGAN.V.P,N,IND,M,31,SC,2959,223534,155411,155411,0.6952454660141186,N
926,2006,HARUR,. RAJI.R,N,BSP,M,29,SC,1907,223534,155411,155411,0.6952454660141186,W
927,2006,HARUR,. THIRUMAL.M,N,IND,M,31,SC,1466,223534,155411,155411,0.6952454660141186,N
927,2006,HARUR,. THIRUMAL.M,N,IND,M,31,SC,1466,223534,155411,155411,0.6952454660141186,N
928,2006,HARUR,. KALAIMANI.V,N,IND,M,53,SC,1392,223534,155411,155411,0.6952454660141186,N
929,2006,MORAPPUR,. MULLAIVENDHAN.V,W,DMK,M,60,GEN,64962,173038,126784,126784,0.7326945526416163,N
930,2006,MORAPPUR,. SINGARAM.K,N,AIADMK,M,49,GEN,51771,173038,126784,126784,0.7326945526416163,N
931,2006,MORAPPUR,. SARAVANAN.S,N,DMDK,M,34,GEN,4932,173038,126784,126784,0.7326945526416163,N
932,2006,MORAPPUR,. PATHMANAPAN.R,N,IND,M,34,GEN,2116,173038,126784,126784,0.7326945526416163,N
932,2006,MORAPPUR,. PATHMANAPAN.R,N,IND,M,34,GEN,2116,173038,126784,126784,0.7326945526416163,N
933,2006,MORAPPUR,. JAYAKUMAR.S,N,BJP,M,29,GEN,1792,173038,126784,126784,0.7326945526416163,N
934,2006,MORAPPUR,. THIRUMOORTHI.S,N,BSP,M,28,GEN,1211,173038,126784,126784,0.7326945526416163,N
935,2006,PALACODE,. ANBALAGAN K.P,W,AIADMK,M,48,GEN,66711,196330,150907,150902,0.7686395354759843,N
936,2006,PALACODE,. MANNAN. K,N,PMK,M,50,GEN,61867,196330,150907,150902,0.7686395354759843,N
937,2006,PALACODE,. VIJAYASHANKAR. P,N,DMDK,M,31,GEN,11882,196330,150907,150902,0.7686395354759843,W
938,2006,PALACODE,. RAJAGOPAL.P,N,IND,M,63,GEN,2612,196330,150907,150902,0.7686395354759843,N
939,2006,PALACODE,. RAVISHANKAR. P,N,IND,M,29,GEN,2356,196330,150907,150902,0.7686395354759843,N
940,2006,PALACODE,. MARAN. M,N,IND,M,37,GEN,1700,196330,150907,150902,0.7686395354759843,N
940,2006,PALACODE,. MARAN. M,N,IND,M,37,GEN,1700,196330,150907,150902,0.7686395354759843,N
941,2006,PALACODE,. MATHIVANAN. S,N,IND,M,36,GEN,1418,196330,150907,150902,0.7686395354759843,N
942,2006,PALACODE,. RAMESHKUMAR.D,N,BJP,M,35,GEN,1181,196330,150907,150902,0.7686395354759843,N
943,2006,PALACODE,. SIDDAN. P,N,IND,M,52,GEN,550,196330,150907,150902,0.7686395354759843,N
944,2006,PALACODE,. ANTHONY.L,N,IND,M,40,GEN,327,196330,150907,150902,0.7686395354759843,N
945,2006,PALACODE,. ANBALAGAN. M,N,IND,M,38,GEN,298,196330,150907,150902,0.7686395354759843,N
946,2006,DHARMAPURI,. VELUSAMY. L,W,PMK,M,40,GEN,76195,215291,147708,147708,0.6860853449517165,N
947,2006,DHARMAPURI,. SAMPATH V.S,N,MDMK,M,44,GEN,45988,215291,147708,147708,0.6860853449517165,N
948,2006,DHARMAPURI,. BHASKAR. A,N,DMDK,M,40,GEN,17030,215291,147708,147708,0.6860853449517165,N
949,2006,DHARMAPURI,. JAGANATHAN. M,N,IND,M,27,GEN,1424,215291,147708,147708,0.6860853449517165,N
950,2006,DHARMAPURI,. BABU @ BABUJI. D,N,IND,M,41,GEN,1391,215291,147708,147708,0.6860853449517165,N
951,2006,DHARMAPURI,. GNANAVELAVAN. K,N,IND,M,36,GEN,1146,215291,147708,147708,0.6860853449517165,N
952,2006,DHARMAPURI,. R. BOOPATHI,N,BJP,M,47,GEN,996,215291,147708,147708,0.6860853449517165,N
953,2006,DHARMAPURI,. GOVINDARAJ. K,N,CPI(ML)(L),M,46,GEN,759,215291,147708,147708,0.6860853449517165,N
954,2006,DHARMAPURI,. SELVAM. K,N,BSP,M,32,GEN,572,215291,147708,147708,0.6860853449517165,N
955,2006,DHARMAPURI,. SAMPATH H.M,N,IND,M,43,GEN,566,215291,147708,147708,0.6860853449517165,N
956,2006,DHARMAPURI,. PANDIARAJAN. J,N,BDMK,M,49,GEN,500,215291,147708,147708,0.6860853449517165,N
957,2006,DHARMAPURI,. KANDASAMY. M.K,N,IND,M,49,GEN,321,215291,147708,147708,0.6860853449517165,N
957,2006,DHARMAPURI,. KANDASAMY. M.K,N,IND,M,49,GEN,321,215291,147708,147708,0.6860853449517165,N
958,2006,DHARMAPURI,. MAHENDIRAN. D,N,IND,M,45,GEN,277,215291,147708,147708,0.6860853449517165,N
959,2006,DHARMAPURI,. RAMAKRISHNAN. P,N,IND,M,40,GEN,276,215291,147708,147708,0.6860853449517165,N
960,2006,DHARMAPURI,. SAMPATH. C,N,IND,M,43,GEN,267,215291,147708,147708,0.6860853449517165,N
960,2006,DHARMAPURI,. SAMPATH. C,N,IND,M,43,GEN,267,215291,147708,147708,0.6860853449517165,N
961,2006,PENNAGARAM,. PERIANNAN.P.N,W,DMK,M,50,GEN,74109,208084,149939,149932,0.7205695776705561,W
962,2006,PENNAGARAM,. VETRIVEL.S.R,N,AIADMK,M,41,GEN,47177,208084,149939,149932,0.7205695776705561,N
963,2006,PENNAGARAM,. DHANDAPANI.P,N,DMDK,M,29,GEN,10567,208084,149939,149932,0.7205695776705561,N
964,2006,PENNAGARAM,. MUTHULAKSHME.V,N,IND,F,35,GEN,9871,208084,149939,149932,0.7205695776705561,N
965,2006,PENNAGARAM,. BALAMURUGAN.M,N,IND,M,30,GEN,1738,208084,149939,149932,0.7205695776705561,W
965,2006,PENNAGARAM,. BALAMURUGAN.M,N,IND,M,30,GEN,1738,208084,149939,149932,0.7205695776705561,N
966,2006,PENNAGARAM,. PERIYANNAN.E,N,IND,M,62,GEN,1269,208084,149939,149932,0.7205695776705561,N
967,2006,PENNAGARAM,. MURUGAN.K,N,IND,M,37,GEN,1010,208084,149939,149932,0.7205695776705561,N
968,2006,PENNAGARAM,. KANDASAMI.K.P,N,BJP,M,56,GEN,933,208084,149939,149932,0.7205695776705561,N
969,2006,PENNAGARAM,. BALU.R,N,IND,M,40,GEN,717,208084,149939,149932,0.7205695776705561,W
970,2006,PENNAGARAM,. SEKER.M,N,BSP,M,44,GEN,472,208084,149939,149932,0.7205695776705561,N
971,2006,PENNAGARAM,. SUGUMAR.M,N,IND,M,31,GEN,451,208084,149939,149932,0.7205695776705561,N
972,2006,PENNAGARAM,. UDHYASANKAR.A,N,IND,M,40,GEN,421,208084,149939,149932,0.7205695776705561,W
973,2006,PENNAGARAM,. MANIKAM.E.R,N,SP,M,50,GEN,406,208084,149939,149932,0.7205695776705561,N
974,2006,PENNAGARAM,. PALANI.T,N,IND,M,40,GEN,344,208084,149939,149932,0.7205695776705561,N
975,2006,PENNAGARAM,. CHINNASAMY.P,N,IND,M,30,GEN,231,208084,149939,149932,0.7205695776705561,N
976,2006,PENNAGARAM,. ANDI,N,IND,M,57,GEN,216,208084,149939,149932,0.7205695776705561,N
977,2006,METTUR,.MANIGK,W,PMK,M,55,GEN,66250,198408,138343,138183,0.6972652312406757,W
978,2006,METTUR,. KANDASAMY K,N,AIADMK,M,63,GEN,55112,198408,138343,138183,0.6972652312406757,N
979,2006,METTUR,. DHANDAPANY S,N,DMDK,M,30,GEN,10921,198408,138343,138183,0.6972652312406757,N
980,2006,METTUR,.MANIMS,N,IND,M,51,GEN,1831,198408,138343,138183,0.6972652312406757,N
981,2006,METTUR,. PADMARAJAN K,N,IND,M,45,GEN,1454,198408,138343,138183,0.6972652312406757,W
982,2006,METTUR,. MUTHUKUMARAN M,N,BJP,M,45,GEN,957,198408,138343,138183,0.6972652312406757,N
982,2006,METTUR,. MUTHUKUMARAN M,N,BJP,M,45,GEN,957,198408,138343,138183,0.6972652312406757,N
983,2006,METTUR,. SARAVANAN T,N,IND,M,29,GEN,822,198408,138343,138183,0.6972652312406757,N
984,2006,METTUR,. ANBALAGAN K R,N,AIFB,M,37,GEN,254,198408,138343,138183,0.6972652312406757,N
985,2006,METTUR,. KANDASAMY V,N,IND,M,58,GEN,215,198408,138343,138183,0.6972652312406757,N
986,2006,METTUR,. KANDASAMY K,N,IND,M,71,GEN,192,198408,138343,138183,0.6972652312406757,N
987,2006,METTUR,. KANDASAMY P,N,IND,M,55,GEN,175,198408,138343,138183,0.6972652312406757,N
988,2006,TARAMANGALAM,. KANNAN P,W,PMK,M,44,GEN,49045,200861,141764,141757,0.7057816101682258,N
989,2006,TARAMANGALAM,. GOVINDAN P,N,IND,M,59,GEN,36791,200861,141764,141757,0.7057816101682258,N
990,2006,TARAMANGALAM,. THAMARAI KANNAN K.S.V,N,MDMK,M,42,GEN,34960,200861,141764,141757,0.7057816101682258,N
991,2006,TARAMANGALAM,. SURESH C J,N,DMDK,M,29,GEN,14870,200861,141764,141757,0.7057816101682258,N
992,2006,TARAMANGALAM,. RAJENDRA KUMAR A,N,IND,M,36,SC,1682,200861,141764,141757,0.7057816101682258,N
993,2006,TARAMANGALAM,. MUTHUSAMY P,N,BJP,M,30,GEN,1130,200861,141764,141757,0.7057816101682258,N
994,2006,TARAMANGALAM,. GOVINDAN P,N,IND,M,35,GEN,1046,200861,141764,141757,0.7057816101682258,W
994,2006,TARAMANGALAM,. GOVINDAN P,N,IND,M,35,GEN,1046,200861,141764,141757,0.7057816101682258,N
995,2006,TARAMANGALAM,. PALANIVEL M,N,IND,M,45,GEN,818,200861,141764,141757,0.7057816101682258,N
996,2006,TARAMANGALAM,. GOVINDAN M,N,IND,M,41,GEN,725,200861,141764,141757,0.7057816101682258,N
997,2006,TARAMANGALAM,. GURUSAMY K,N,IND,M,62,GEN,690,200861,141764,141757,0.7057816101682258,N
997,2006,TARAMANGALAM,. GURUSAMY K,N,IND,M,62,GEN,690,200861,141764,141757,0.7057816101682258,N
998,2006,OMALUR,. TAMIZHARASU.A,W,PMK,M,44,GEN,58287,188486,134410,134357,0.7131033604617849,N
999,2006,OMALUR,. KRISHNAN.C,N,AIADMK,M,60,GEN,54624,188486,134410,134357,0.7131033604617849,N
1000,2006,OMALUR,. KAMALAKKANNAN.S,N,DMDK,M,46,GEN,12384,188486,134410,134357,0.7131033604617849,N
1001,2006,OMALUR,. RAJA KRISHNAN.K,N,IND,M,49,GEN,1600,188486,134410,134357,0.7131033604617849,W
1002,2006,OMALUR,. SELLAMUTHU.M,N,BSP,M,49,SC,1264,188486,134410,134357,0.7131033604617849,N
1002,2006,OMALUR,. SELLAMUTHU.M,N,BSP,M,49,SC,1264,188486,134410,134357,0.7131033604617849,N
1003,2006,OMALUR,. TAMILARASI.G,N,IND,F,44,GEN,1127,188486,134410,134357,0.7131033604617849,N
1004,2006,OMALUR,. MURUGASENAPATHY.R,N,IND,M,26,GEN,1123,188486,134410,134357,0.7131033604617849,N
1005,2006,OMALUR,. CHINNARASU.P,N,IND,M,31,GEN,875,188486,134410,134357,0.7131033604617849,W
1005,2006,OMALUR,. CHINNARASU.P,N,IND,M,31,GEN,875,188486,134410,134357,0.7131033604617849,N
1006,2006,OMALUR,. SOUNDARARAJAN.M,N,NCP,M,50,SC,667,188486,134410,134357,0.7131033604617849,N
1007,2006,OMALUR,. MANIVANNAN.K,N,IND,M,31,GEN,645,188486,134410,134357,0.7131033604617849,N
1008,2006,OMALUR,. SUNDARARAJAN.S,N,JP,M,38,GEN,544,188486,134410,134357,0.7131033604617849,N
1009,2006,OMALUR,. RAJA @ PANDIAN.K,N,IND,M,37,SC,492,188486,134410,134357,0.7131033604617849,N
1009,2006,OMALUR,. RAJA @ PANDIAN.K,N,IND,M,37,SC,492,188486,134410,134357,0.7131033604617849,N
1010,2006,OMALUR,. SHANMUGAM.C,N,IND,M,33,GEN,453,188486,134410,134357,0.7131033604617849,N
1010,2006,OMALUR,. SHANMUGAM.C,N,IND,M,33,GEN,453,188486,134410,134357,0.7131033604617849,N
1011,2006,OMALUR,. ARUL ROZARIO.I,N,IND,M,40,GEN,272,188486,134410,134357,0.7131033604617849,N
1012,2006,YERCAUD,. TAMILSELVAN C,W,DMK,M,35,ST,48791,156742,113690,113626,0.7253320743642419,N
1013,2006,YERCAUD,. ALAMELU J,N,AIADMK,F,36,ST,44684,156742,113690,113626,0.7253320743642419,N
1014,2006,YERCAUD,. RAMAKRISHNAN V,N,DMDK,M,30,ST,10740,156742,113690,113626,0.7253320743642419,N
1015,2006,YERCAUD,. SHANMUGAM K,N,IND,M,48,ST,3073,156742,113690,113626,0.7253320743642419,N
1016,2006,YERCAUD,. RAJASEKARAN T,N,IND,M,34,ST,2220,156742,113690,113626,0.7253320743642419,N
1017,2006,YERCAUD,. CHELLAMMAL P,N,BJP,F,41,ST,1440,156742,113690,113626,0.7253320743642419,W
1017,2006,YERCAUD,. CHELLAMMAL P,N,BJP,F,41,ST,1440,156742,113690,113626,0.7253320743642419,N
1018,2006,YERCAUD,. MURUGESAN V,N,IND,M,32,ST,698,156742,113690,113626,0.7253320743642419,N
1018,2006,YERCAUD,. MURUGESAN V,N,IND,M,32,ST,698,156742,113690,113626,0.7253320743642419,N
1019,2006,YERCAUD,. KUPPAYEE E,N,IND,F,47,ST,610,156742,113690,113626,0.7253320743642419,N
1020,2006,YERCAUD,. RAMAR R,N,IND,M,36,ST,573,156742,113690,113626,0.7253320743642419,N
1021,2006,YERCAUD,. DURAISAMY C,N,IND,M,25,ST,463,156742,113690,113626,0.7253320743642419,N
1022,2006,YERCAUD,. CHANDRAN D,N,IND,M,26,ST,334,156742,113690,113626,0.7253320743642419,N
1022,2006,YERCAUD,. CHANDRAN D,N,IND,M,26,ST,334,156742,113690,113626,0.7253320743642419,N
1023,2006,SALEM-I,. RAVICHANDRAN. L.,W,AIADMK,M,41,GEN,69083,206400,156592,156561,0.7586821705426356,N
1024,2006,SALEM-I,. SURESH. M.R.,N,INC,M,35,GEN,56266,206400,156592,156561,0.7586821705426356,N
1025,2006,SALEM-I,. DHANASEKAR. S.J.,N,DMDK,M,27,GEN,27218,206400,156592,156561,0.7586821705426356,N
1026,2006,SALEM-I,. ANNADURAI .N,N,BJP,M,37,GEN,2095,206400,156592,156561,0.7586821705426356,N
1027,2006,SALEM-I,. SHAJAHAN. M.A.,N,IND,M,36,GEN,576,206400,156592,156561,0.7586821705426356,N
1027,2006,SALEM-I,. SHAJAHAN. M.A.,N,IND,M,36,GEN,576,206400,156592,156561,0.7586821705426356,N
1028,2006,SALEM-I,. POONGODI V,N,LJP,F,28,GEN,253,206400,156592,156561,0.7586821705426356,N
1029,2006,SALEM-I,. SANAULLAKHAN. B,N,BSP,M,40,GEN,237,206400,156592,156561,0.7586821705426356,N
1030,2006,SALEM-I,. SURESH. S.,N,IND,M,32,GEN,209,206400,156592,156561,0.7586821705426356,N
1031,2006,SALEM-I,. SRINIVASAN. G.,N,IND,M,32,GEN,190,206400,156592,156561,0.7586821705426356,N
1032,2006,SALEM-I,. MANICKAM. S,N,IND,M,52,GEN,188,206400,156592,156561,0.7586821705426356,N
1033,2006,SALEM-I,. RAJAGOPAL P,N,IND,M,55,SC,157,206400,156592,156561,0.7586821705426356,N
1034,2006,SALEM-I,. MANI S,N,UCPI,M,48,GEN,89,206400,156592,156561,0.7586821705426356,N
1034,2006,SALEM-I,. MANI S,N,UCPI,M,48,GEN,89,206400,156592,156561,0.7586821705426356,W
1035,2006,SALEM-II,. ARUMUGAM S,W,DMK,M,66,GEN,85348,250137,180642,180545,0.7221722496072153,W
1036,2006,SALEM-II,. SURESHKUMAR R,N,AIADMK,M,47,GEN,70605,250137,180642,180545,0.7221722496072153,N
1037,2006,SALEM-II,. GNANASEKARAN K V,N,DMDK,M,34,GEN,20026,250137,180642,180545,0.7221722496072153,W
1038,2006,SALEM-II,. ANANDHAN P T,N,BJP,M,50,GEN,1574,250137,180642,180545,0.7221722496072153,N
1038,2006,SALEM-II,. ANANDHAN P T,N,BJP,M,50,GEN,1574,250137,180642,180545,0.7221722496072153,N
1039,2006,SALEM-II,. PONNUSAMY V,N,BSP,M,48,GEN,668,250137,180642,180545,0.7221722496072153,N
1040,2006,SALEM-II,. SREEDHAR N,N,IND,M,33,GEN,510,250137,180642,180545,0.7221722496072153,N
1041,2006,SALEM-II,. SARAVANAN R,N,IND,M,38,GEN,469,250137,180642,180545,0.7221722496072153,N
1042,2006,SALEM-II,. SAMBU K,N,IND,M,37,GEN,332,250137,180642,180545,0.7221722496072153,N
1042,2006,SALEM-II,. SAMBU K,N,IND,M,37,GEN,332,250137,180642,180545,0.7221722496072153,N
1043,2006,SALEM-II,. RAJAGOPAL P,N,IND,M,55,GEN,282,250137,180642,180545,0.7221722496072153,N
1044,2006,SALEM-II,. ABDUL KHADHAR M S,N,IND,M,41,GEN,194,250137,180642,180545,0.7221722496072153,N
1044,2006,SALEM-II,. ABDUL KHADHAR M S,N,IND,M,41,GEN,194,250137,180642,180545,0.7221722496072153,N
1045,2006,SALEM-II,. KANDASAMY S,N,IND,M,41,GEN,156,250137,180642,180545,0.7221722496072153,N
1046,2006,SALEM-II,. ARUMUGAM S,N,IND,M,63,GEN,136,250137,180642,180545,0.7221722496072153,N
1046,2006,SALEM-II,. ARUMUGAM S,N,IND,M,63,GEN,136,250137,180642,180545,0.7221722496072153,N
1047,2006,SALEM-II,. ARIVALAGAN P,N,IND,M,35,GEN,84,250137,180642,180545,0.7221722496072153,N
1048,2006,SALEM-II,. ARUMUGAM N,N,IND,M,45,GEN,81,250137,180642,180545,0.7221722496072153,N
1049,2006,SALEM-II,. ARUMUGAM S,N,IND,M,42,GEN,80,250137,180642,180545,0.7221722496072153,N
1050,2006,VEERAPANDI,. RAJENDRAN A,W,DMK,M,41,GEN,90477,268821,212851,212846,0.7917945398610972,N
1051,2006,VEERAPANDI,. VIJAYALAKSHMI,N,AIADMK,F,53,GEN,88839,268821,212851,212846,0.7917945398610972,N
1052,2006,VEERAPANDI,. SALEM GOVINDARAJ S,N,DMDK,M,50,GEN,28254,268821,212851,212846,0.7917945398610972,N
1052,2006,VEERAPANDI,. SALEM GOVINDARAJ S,N,DMDK,M,50,GEN,28254,268821,212851,212846,0.7917945398610972,N
1053,2006,VEERAPANDI,. ANNADURAI A,N,BJP,M,29,GEN,1576,268821,212851,212846,0.7917945398610972,W
1053,2006,VEERAPANDI,. ANNADURAI A,N,BJP,M,29,GEN,1576,268821,212851,212846,0.7917945398610972,N
1054,2006,VEERAPANDI,. RAJENDRAN R,N,IND,M,43,GEN,983,268821,212851,212846,0.7917945398610972,N
1055,2006,VEERAPANDI,. RADHAKRISHNAN G,N,IND,M,32,GEN,648,268821,212851,212846,0.7917945398610972,N
1055,2006,VEERAPANDI,. RADHAKRISHNAN G,N,IND,M,32,GEN,648,268821,212851,212846,0.7917945398610972,N
1056,2006,VEERAPANDI,. BENJAMIN K,N,IND,M,40,GEN,624,268821,212851,212846,0.7917945398610972,N
1056,2006,VEERAPANDI,. BENJAMIN K,N,IND,M,40,GEN,624,268821,212851,212846,0.7917945398610972,N
1057,2006,VEERAPANDI,. BALAKRISHNAN R,N,IND,M,36,GEN,443,268821,212851,212846,0.7917945398610972,N
1057,2006,VEERAPANDI,. BALAKRISHNAN R,N,IND,M,36,GEN,443,268821,212851,212846,0.7917945398610972,N
1058,2006,VEERAPANDI,. ARATHANARI A,N,IND,M,55,GEN,331,268821,212851,212846,0.7917945398610972,N
1059,2006,VEERAPANDI,. NATARAJAN R,N,IND,M,48,GEN,182,268821,212851,212846,0.7917945398610972,N
1060,2006,VEERAPANDI,. SAMIYAPPAN A,N,IND,M,47,GEN,133,268821,212851,212846,0.7917945398610972,N
1061,2006,VEERAPANDI,. SELVAGEATHAN M,N,IND,M,36,GEN,124,268821,212851,212846,0.7917945398610972,N
1061,2006,VEERAPANDI,. SELVAGEATHAN M,N,IND,M,36,GEN,124,268821,212851,212846,0.7917945398610972,N
1062,2006,VEERAPANDI,. SASI V,N,IND,M,34,GEN,124,268821,212851,212846,0.7917945398610972,N
1063,2006,VEERAPANDI,. SUBRAMANIAM K,N,IND,M,46,GEN,108,268821,212851,212846,0.7917945398610972,N
1064,2006,PANAMARATHUPATTY,. RAJENDRAN R,W,DMK,M,47,GEN,73210,209051,164254,164238,0.7857125773136698,N
1065,2006,PANAMARATHUPATTY,. ELANGOVAN R,N,AIADMK,M,41,GEN,69321,209051,164254,164238,0.7857125773136698,N
1066,2006,PANAMARATHUPATTY,. SURESH BABU K,N,DMDK,M,31,GEN,15802,209051,164254,164238,0.7857125773136698,N
1067,2006,PANAMARATHUPATTY,. RAJENDRAN M,N,IND,M,45,GEN,1606,209051,164254,164238,0.7857125773136698,W
1068,2006,PANAMARATHUPATTY,. RAJENDRAN P,N,IND,M,40,GEN,1046,209051,164254,164238,0.7857125773136698,N
1068,2006,PANAMARATHUPATTY,. RAJENDRAN P,N,IND,M,40,GEN,1046,209051,164254,164238,0.7857125773136698,N
1069,2006,PANAMARATHUPATTY,. VENKATACHALAM K S,N,BJP,M,35,GEN,908,209051,164254,164238,0.7857125773136698,W
1070,2006,PANAMARATHUPATTY,. VINAYAKAMOORTHI T,N,BSP,M,30,GEN,784,209051,164254,164238,0.7857125773136698,W
1071,2006,PANAMARATHUPATTY,. GOVINDAN A,N,SP,M,35,GEN,498,209051,164254,164238,0.7857125773136698,N
1071,2006,PANAMARATHUPATTY,. GOVINDAN A,N,SP,M,35,GEN,498,209051,164254,164238,0.7857125773136698,N
1072,2006,PANAMARATHUPATTY,. RAJENDRAN K,N,IND,M,37,GEN,233,209051,164254,164238,0.7857125773136698,W
1073,2006,PANAMARATHUPATTY,. ARIVAZHAHAN C,N,IND,M,46,GEN,160,209051,164254,164238,0.7857125773136698,N
1074,2006,PANAMARATHUPATTY,. RAJENDRAN A,N,IND,M,45,GEN,147,209051,164254,164238,0.7857125773136698,N
1075,2006,PANAMARATHUPATTY,. PADMANAPAN M,N,IND,M,48,GEN,134,209051,164254,164238,0.7857125773136698,N
1075,2006,PANAMARATHUPATTY,. PADMANAPAN M,N,IND,M,48,GEN,134,209051,164254,164238,0.7857125773136698,N
1076,2006,PANAMARATHUPATTY,. ELANGOVAN P,N,IND,M,37,GEN,102,209051,164254,164238,0.7857125773136698,N
1076,2006,PANAMARATHUPATTY,. ELANGOVAN P,N,IND,M,37,GEN,102,209051,164254,164238,0.7857125773136698,N
1077,2006,PANAMARATHUPATTY,. ELANGOVAN P,N,IND,M,41,GEN,98,209051,164254,164238,0.7857125773136698,N
1078,2006,PANAMARATHUPATTY,. RAJENDRAN A,N,IND,M,45,GEN,95,209051,164254,164238,0.7857125773136698,N
1078,2006,PANAMARATHUPATTY,. RAJENDRAN A,N,IND,M,45,GEN,95,209051,164254,164238,0.7857125773136698,N
1079,2006,PANAMARATHUPATTY,. ELANGOVAN G,N,IND,M,37,GEN,94,209051,164254,164238,0.7857125773136698,N
1080,2006,ATTUR,. SUNDARAM M R,W,INC,M,50,GEN,53617,160786,118449,118370,0.7366872737676166,N
1081,2006,ATTUR,. MURUGESAN A K,N,AIADMK,M,45,GEN,43185,160786,118449,118370,0.7366872737676166,N
1082,2006,ATTUR,. ELANGOVAN A R,N,DMDK,M,39,GEN,15654,160786,118449,118370,0.7366872737676166,N
1083,2006,ATTUR,. KUMARAVEL A,N,BJP,M,50,GEN,1510,160786,118449,118370,0.7366872737676166,N
1084,2006,ATTUR,. LAXMANAN N,N,IND,M,56,GEN,1150,160786,118449,118370,0.7366872737676166,N
1084,2006,ATTUR,. LAXMANAN N,N,IND,M,56,GEN,1150,160786,118449,118370,0.7366872737676166,N
1085,2006,ATTUR,. MARIYAPPAN M P,N,BSP,M,51,GEN,1130,160786,118449,118370,0.7366872737676166,W
1086,2006,ATTUR,. SUNDARAM K,N,IND,M,32,GEN,854,160786,118449,118370,0.7366872737676166,N
1087,2006,ATTUR,. ANTO DAVID S,N,IND,M,39,GEN,756,160786,118449,118370,0.7366872737676166,N
1087,2006,ATTUR,. ANTO DAVID S,N,IND,M,39,GEN,756,160786,118449,118370,0.7366872737676166,N
1088,2006,ATTUR,. SIVASUBRAMANIAM S,N,IND,M,29,GEN,514,160786,118449,118370,0.7366872737676166,N
