,YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,AGE,CATEGORY,VOTES,ELECTORS,VOTERS,VALID VOTES,TURNOUT,PREDICTED WINNER
7742,2016,LALGUDI,CITRARASU B,N,AIFB,M,49,GEN,188,203917,166976,166554,0.8188429606163292,W
7743,2016,LALGUDI,THANGAMANI K,N,IND,M,72,GEN,137,203917,166976,166554,0.8188429606163292,W
7744,2016,LALGUDI,SOUNDARAPANDIAN D,N,IND,M,27,SC,114,203917,166976,166554,0.8188429606163292,W
7744,2016,LALGUDI,SOUNDARAPANDIAN D,N,IND,M,27,SC,114,203917,166976,166554,0.8188429606163292,N
7745,2016,LALGUDI,CHINNASAMY V,N,IND,M,61,GEN,114,203917,166976,166554,0.8188429606163292,W
7746,2016,LALGUDI,LAWRENCE S,N,GMI,M,60,GEN,106,203917,166976,166554,0.8188429606163292,W
7746,2016,LALGUDI,LAWRENCE S,N,GMI,M,60,GEN,106,203917,166976,166554,0.8188429606163292,N
7747,2016,MANACHANALLUR,PARAMESWARI. M,W,ADMK,F,37,GEN,83083,219337,180035,179968,0.8208145456534921,W
7747,2016,MANACHANALLUR,PARAMESWARI. M,W,ADMK,F,37,GEN,83083,219337,180035,179968,0.8208145456534921,N
7748,2016,MANACHANALLUR,GANESAN. S,N,DMK,M,54,GEN,75561,219337,180035,179968,0.8208145456534921,W
7749,2016,MANACHANALLUR,BABU. M,N,DMDK,M,43,GEN,8193,219337,180035,179968,0.8208145456534921,W
7750,2016,MANACHANALLUR,ARAVIND. S,N,BJP,M,41,GEN,3662,219337,180035,179968,0.8208145456534921,W
7750,2016,MANACHANALLUR,ARAVIND. S,N,BJP,M,41,GEN,3662,219337,180035,179968,0.8208145456534921,N
7751,2016,MANACHANALLUR,MANIKANDAN. R,N,NTK,M,28,GEN,1704,219337,180035,179968,0.8208145456534921,W
7752,2016,MANACHANALLUR,PRINCE. M,N,PMK,M,31,GEN,1212,219337,180035,179968,0.8208145456534921,W
7753,2016,MANACHANALLUR,GANESAN. P,N,BSP,M,53,SC,899,219337,180035,179968,0.8208145456534921,W
7754,2016,MANACHANALLUR,GNANAMANI. S,N,IND,M,32,GEN,653,219337,180035,179968,0.8208145456534921,W
7755,2016,MANACHANALLUR,VIJAYAKUMAR. K,N,IND,M,29,GEN,429,219337,180035,179968,0.8208145456534921,W
7755,2016,MANACHANALLUR,VIJAYAKUMAR. K,N,IND,M,29,GEN,429,219337,180035,179968,0.8208145456534921,N
7756,2016,MANACHANALLUR,KARUNAKARAN. S,N,IND,M,44,GEN,380,219337,180035,179968,0.8208145456534921,W
7756,2016,MANACHANALLUR,KARUNAKARAN. S,N,IND,M,44,GEN,380,219337,180035,179968,0.8208145456534921,N
7757,2016,MANACHANALLUR,MAHALINGAM. S,N,UCPI,M,44,GEN,355,219337,180035,179968,0.8208145456534921,W
7758,2016,MANACHANALLUR,ZAHIR HUSSAIN. M,N,IND,M,49,GEN,306,219337,180035,179968,0.8208145456534921,W
7759,2016,MANACHANALLUR,PRABHU. P,N,IND,M,25,GEN,231,219337,180035,179968,0.8208145456534921,W
7760,2016,MANACHANALLUR,SELVAM. M.S,N,TMMK,M,31,SC,207,219337,180035,179968,0.8208145456534921,W
7761,2016,MANACHANALLUR,GOVINDAN. R,N,GMI,M,68,ST,195,219337,180035,179968,0.8208145456534921,W
7761,2016,MANACHANALLUR,GOVINDAN. R,N,GMI,M,68,ST,195,219337,180035,179968,0.8208145456534921,N
7762,2016,MANACHANALLUR,NAGAJOTHI. G,N,RPI(A),F,37,SC,188,219337,180035,179968,0.8208145456534921,W
7763,2016,MANACHANALLUR,PARTHIBAN. V,N,NMK,M,50,GEN,166,219337,180035,179968,0.8208145456534921,W
7763,2016,MANACHANALLUR,PARTHIBAN. V,N,NMK,M,50,GEN,166,219337,180035,179968,0.8208145456534921,N
7764,2016,MANACHANALLUR,CHANDRA. C,N,YSP,F,40,GEN,151,219337,180035,179968,0.8208145456534921,W
7765,2016,MANACHANALLUR,SAVARIMUTHU. S,N,PPIS,M,48,GEN,119,219337,180035,179968,0.8208145456534921,W
7766,2016,MUSIRI,SELVARASU M,W,ADMK,M,49,GEN,89398,212655,171202,170909,0.8050692436105429,W
7767,2016,MUSIRI,VIJAYA BABU S,N,INC,F,50,GEN,57311,212655,171202,170909,0.8050692436105429,W
7768,2016,MUSIRI,RAJASEKARAN M,N,TMC(M),M,55,GEN,8581,212655,171202,170909,0.8050692436105429,W
7768,2016,MUSIRI,RAJASEKARAN M,N,TMC(M),M,55,GEN,8581,212655,171202,170909,0.8050692436105429,N
7769,2016,MUSIRI,ASAITHAMBI E,N,NTK,M,33,GEN,2446,212655,171202,170909,0.8050692436105429,W
7770,2016,MUSIRI,RAGAVAN S,N,PMK,M,29,GEN,1423,212655,171202,170909,0.8050692436105429,W
7770,2016,MUSIRI,RAGAVAN S,N,PMK,M,29,GEN,1423,212655,171202,170909,0.8050692436105429,N
7771,2016,MUSIRI,CHANDRASEKARAN T,N,IND,M,56,GEN,1258,212655,171202,170909,0.8050692436105429,W
7772,2016,MUSIRI,PALANIMUTHU M,N,BSP,M,45,SC,1159,212655,171202,170909,0.8050692436105429,W
7773,2016,MUSIRI,HARIBASKAR K,N,KMDK,M,27,GEN,1063,212655,171202,170909,0.8050692436105429,W
7773,2016,MUSIRI,HARIBASKAR K,N,KMDK,M,27,GEN,1063,212655,171202,170909,0.8050692436105429,N
7774,2016,MUSIRI,RAMAJAYAM T K,N,IND,M,76,SC,879,212655,171202,170909,0.8050692436105429,W
7775,2016,MUSIRI,SUNDARRASU M,N,IND,M,62,GEN,841,212655,171202,170909,0.8050692436105429,W
7776,2016,MUSIRI,RAYADURAI K,N,IJK,M,28,GEN,816,212655,171202,170909,0.8050692436105429,W
7777,2016,MUSIRI,BALAKRISHNAN M,N,AIFB,M,38,GEN,663,212655,171202,170909,0.8050692436105429,W
7778,2016,MUSIRI,KARUNAKARAN A,N,IND,M,33,GEN,505,212655,171202,170909,0.8050692436105429,W
7779,2016,MUSIRI,GOVINDASAMY R,N,IND,M,62,GEN,485,212655,171202,170909,0.8050692436105429,W
7780,2016,MUSIRI,JAYASEELAN S,N,IND,M,37,GEN,437,212655,171202,170909,0.8050692436105429,W
7781,2016,MUSIRI,RAMESH P,N,IND,M,33,GEN,334,212655,171202,170909,0.8050692436105429,W
7781,2016,MUSIRI,RAMESH P,N,IND,M,33,GEN,334,212655,171202,170909,0.8050692436105429,N
7782,2016,MUSIRI,CHANDRAVEL T,N,UCPI,M,46,GEN,233,212655,171202,170909,0.8050692436105429,W
7783,2016,MUSIRI,KALAISELVAN K,N,TAVK,M,42,SC,217,212655,171202,170909,0.8050692436105429,W
7783,2016,MUSIRI,KALAISELVAN K,N,TAVK,M,42,SC,217,212655,171202,170909,0.8050692436105429,N
7784,2016,MUSIRI,MURUGAN A,N,IND,M,35,GEN,213,212655,171202,170909,0.8050692436105429,W
7785,2016,MUSIRI,CHELLAPERUMAL,N,NMK,M,61,GEN,162,212655,171202,170909,0.8050692436105429,W
7786,2016,THURAIYUR,STALINKUMAR .S,W,DMK,M,31,SC,81444,210463,169420,169329,0.8049870998702859,W
7787,2016,THURAIYUR,MAIVIZHI .A,N,ADMK,F,42,SC,73376,210463,169420,169329,0.8049870998702859,W
7787,2016,THURAIYUR,MAIVIZHI .A,N,ADMK,F,42,SC,73376,210463,169420,169329,0.8049870998702859,W
7788,2016,THURAIYUR,SUJADEVI .L.R,N,VCK,F,36,SC,6281,210463,169420,169329,0.8049870998702859,W
7789,2016,THURAIYUR,SATHYA .S,N,NTK,F,28,SC,1532,210463,169420,169329,0.8049870998702859,W
7790,2016,THURAIYUR,SANTHA SELVI .S,N,BSP,F,45,SC,658,210463,169420,169329,0.8049870998702859,W
7791,2016,THURAIYUR,VINOTH .N,N,IND,M,27,SC,650,210463,169420,169329,0.8049870998702859,W
7791,2016,THURAIYUR,VINOTH .N,N,IND,M,27,SC,650,210463,169420,169329,0.8049870998702859,N
7792,2016,THURAIYUR,ANANDHAN .V,N,IJK,M,31,SC,577,210463,169420,169329,0.8049870998702859,W
7793,2016,THURAIYUR,ALAGESAN .P,N,UCPI,M,33,SC,576,210463,169420,169329,0.8049870998702859,W
7793,2016,THURAIYUR,ALAGESAN .P,N,UCPI,M,33,SC,576,210463,169420,169329,0.8049870998702859,N
7794,2016,THURAIYUR,SRINIVASAN .J,N,IND,M,39,SC,504,210463,169420,169329,0.8049870998702859,W
7795,2016,THURAIYUR,RAJU .A,N,IND,M,60,SC,502,210463,169420,169329,0.8049870998702859,W
7796,2016,THURAIYUR,MANOKARAN .P,N,IND,M,29,SC,361,210463,169420,169329,0.8049870998702859,W
7797,2016,THURAIYUR,KARUPAIYAN .C,N,GMI,M,64,SC,235,210463,169420,169329,0.8049870998702859,W
7798,2016,THURAIYUR,VIJAYAGOBI .T,N,LJP,M,28,SC,192,210463,169420,169329,0.8049870998702859,W
7799,2016,PERAMBALUR,R.THAMIZHSELVAN,W,ADMK,M,42,SC,101073,278485,223378,223273,0.80211860602905,W
7799,2016,PERAMBALUR,R.THAMIZHSELVAN,W,ADMK,M,42,SC,101073,278485,223378,223273,0.80211860602905,W
7800,2016,PERAMBALUR,P.SIVAKAMI,N,DMK,F,60,SC,94220,278485,223378,223273,0.80211860602905,W
7801,2016,PERAMBALUR,K.RAJENDRAN,N,DMDK,M,33,SC,11482,278485,223378,223273,0.80211860602905,W
7802,2016,PERAMBALUR,M.SATHIYASEELAN,N,PMK,M,37,SC,4222,278485,223378,223273,0.80211860602905,W
7802,2016,PERAMBALUR,M.SATHIYASEELAN,N,PMK,M,37,SC,4222,278485,223378,223273,0.80211860602905,N
7803,2016,PERAMBALUR,ARUNKUMAR,N,NTK,M,31,SC,2521,278485,223378,223273,0.80211860602905,W
7804,2016,PERAMBALUR,M.KALIYAPERUMAL,N,BJP,M,44,SC,1981,278485,223378,223273,0.80211860602905,W
7805,2016,PERAMBALUR,C.PICHAIMUTHU,N,SHS,M,42,SC,1311,278485,223378,223273,0.80211860602905,W
7805,2016,PERAMBALUR,C.PICHAIMUTHU,N,SHS,M,42,SC,1311,278485,223378,223273,0.80211860602905,N
7806,2016,PERAMBALUR,P.GUNALAN,N,TMMK,M,33,SC,880,278485,223378,223273,0.80211860602905,W
7807,2016,PERAMBALUR,S.CHELLAIAH,N,IND,M,37,SC,592,278485,223378,223273,0.80211860602905,W
7808,2016,PERAMBALUR,P.PANNEERSELVAM,N,IND,M,61,SC,584,278485,223378,223273,0.80211860602905,W
7808,2016,PERAMBALUR,P.PANNEERSELVAM,N,IND,M,61,SC,584,278485,223378,223273,0.80211860602905,N
7809,2016,PERAMBALUR,D.PARAMASIVAM,N,IND,M,74,SC,500,278485,223378,223273,0.80211860602905,W
7810,2016,PERAMBALUR,P.BALACHANDRAN,N,KMDK,M,46,SC,500,278485,223378,223273,0.80211860602905,W
7811,2016,PERAMBALUR,A.GUNASEKARAN,N,NCP,M,43,SC,367,278485,223378,223273,0.80211860602905,W
7812,2016,KUNNAM,RAMACHANDRAN.R.T,W,ADMK,M,43,GEN,78218,255823,205052,205044,0.8015385637726085,W
7812,2016,KUNNAM,RAMACHANDRAN.R.T,W,ADMK,M,43,GEN,78218,255823,205052,205044,0.8015385637726085,W
7813,2016,KUNNAM,DURAIRAJ.T,N,DMK,M,55,GEN,59422,255823,205052,205044,0.8015385637726085,W
7814,2016,KUNNAM,VAITHILINGAM.G,N,PMK,M,42,GEN,37271,255823,205052,205044,0.8015385637726085,W
7815,2016,KUNNAM,MOHAMED SHANAVAS.J,N,VCK,M,34,GEN,19853,255823,205052,205044,0.8015385637726085,W
7815,2016,KUNNAM,MOHAMED SHANAVAS.J,N,VCK,M,34,GEN,19853,255823,205052,205044,0.8015385637726085,N
7816,2016,KUNNAM,ARUL.P,N,NTK,M,35,GEN,1665,255823,205052,205044,0.8015385637726085,W
7817,2016,KUNNAM,RAGUPATHI A.V.R,N,IJK,M,33,GEN,1168,255823,205052,205044,0.8015385637726085,W
7817,2016,KUNNAM,RAGUPATHI A.V.R,N,IJK,M,33,GEN,1168,255823,205052,205044,0.8015385637726085,N
7818,2016,KUNNAM,RAJENDRAN.K,N,BSP,M,51,SC,1092,255823,205052,205044,0.8015385637726085,W
7819,2016,KUNNAM,DURAIRAJ.R,N,IND,M,46,GEN,1055,255823,205052,205044,0.8015385637726085,W
7820,2016,KUNNAM,RAMALINGAM.M,N,IND,M,57,SC,586,255823,205052,205044,0.8015385637726085,W
7821,2016,KUNNAM,SILAMBARASAN.N,N,IND,M,28,GEN,566,255823,205052,205044,0.8015385637726085,W
7821,2016,KUNNAM,SILAMBARASAN.N,N,IND,M,28,GEN,566,255823,205052,205044,0.8015385637726085,N
7822,2016,KUNNAM,SENTHIL KUMAR.M,N,IND,M,36,GEN,393,255823,205052,205044,0.8015385637726085,W
7822,2016,KUNNAM,SENTHIL KUMAR.M,N,IND,M,36,GEN,393,255823,205052,205044,0.8015385637726085,N
7823,2016,KUNNAM,RAJAN.V,N,IND,M,38,GEN,313,255823,205052,205044,0.8015385637726085,W
7824,2016,KUNNAM,SRINIVASAN .V.P,N,LJP,M,53,SC,211,255823,205052,205044,0.8015385637726085,W
7825,2016,KUNNAM,SENTHILKUMAR. P,N,IND,M,42,GEN,207,255823,205052,205044,0.8015385637726085,W
7825,2016,KUNNAM,SENTHILKUMAR. P,N,IND,M,42,GEN,207,255823,205052,205044,0.8015385637726085,N
7826,2016,ARIYALUR,RAJENDRAN. S,W,ADMK,M,56,GEN,88523,248541,211232,211078,0.8498879460531663,W
7826,2016,ARIYALUR,RAJENDRAN. S,W,ADMK,M,56,GEN,88523,248541,211232,211078,0.8498879460531663,W
7827,2016,ARIYALUR,SIVASANKAR. S.S,N,DMK,M,47,GEN,86480,248541,211232,211078,0.8498879460531663,W
7828,2016,ARIYALUR,JAYAVEL. RAMA,N,DMDK,M,46,GEN,13599,248541,211232,211078,0.8498879460531663,W
7828,2016,ARIYALUR,JAYAVEL. RAMA,N,DMDK,M,46,GEN,13599,248541,211232,211078,0.8498879460531663,N
7829,2016,ARIYALUR,THIRUMAVALAVAN. K,N,PMK,M,53,GEN,13529,248541,211232,211078,0.8498879460531663,W
7830,2016,ARIYALUR,VIJAYAKUMAR. R,N,IND,M,39,GEN,1348,248541,211232,211078,0.8498879460531663,W
7831,2016,ARIYALUR,BASKAR. C,N,IJK,M,46,GEN,1330,248541,211232,211078,0.8498879460531663,W
7832,2016,ARIYALUR,MANIKKAM. T,N,NTK,M,33,SC,1146,248541,211232,211078,0.8498879460531663,W
7833,2016,ARIYALUR,VEERAMANI. T,N,IND,M,26,ST,995,248541,211232,211078,0.8498879460531663,W
7834,2016,ARIYALUR,SAVARIANANDHAM. V,N,BSP,M,39,GEN,675,248541,211232,211078,0.8498879460531663,W
7835,2016,ARIYALUR,PAZHANIVEL. P,N,IND,M,45,GEN,577,248541,211232,211078,0.8498879460531663,W
7835,2016,ARIYALUR,PAZHANIVEL. P,N,IND,M,45,GEN,577,248541,211232,211078,0.8498879460531663,N
7836,2016,ARIYALUR,SATHYASEELAN. A,N,LJP,M,41,SC,291,248541,211232,211078,0.8498879460531663,W
7836,2016,ARIYALUR,SATHYASEELAN. A,N,LJP,M,41,SC,291,248541,211232,211078,0.8498879460531663,N
7837,2016,ARIYALUR,PADMANABAN. R,N,IND,M,47,GEN,276,248541,211232,211078,0.8498879460531663,W
7837,2016,ARIYALUR,PADMANABAN. R,N,IND,M,47,GEN,276,248541,211232,211078,0.8498879460531663,N
7838,2016,ARIYALUR,MATHESHWARAN. T,N,VTIP,M,26,GEN,231,248541,211232,211078,0.8498879460531663,W
7839,2016,ARIYALUR,KRISHNA. K,N,IND,M,51,GEN,182,248541,211232,211078,0.8498879460531663,W
7840,2016,JAYANKONDAM,RAMAJEYALINGAM.J.K.N,W,ADMK,M,63,GEN,75672,250673,204246,204038,0.814790583748549,W
7841,2016,JAYANKONDAM,GURU @ GURUNATHAN.J,N,PMK,M,55,GEN,52738,250673,204246,204038,0.814790583748549,W
7842,2016,JAYANKONDAM,RAJENDRAN.G,N,INC,M,60,GEN,46868,250673,204246,204038,0.814790583748549,W
7843,2016,JAYANKONDAM,KANDASAMY.M.S,N,MDMK,M,57,GEN,21405,250673,204246,204038,0.814790583748549,W
7844,2016,JAYANKONDAM,KRISHNAMOORTHY.R,N,NTK,M,73,GEN,1325,250673,204246,204038,0.814790583748549,W
7845,2016,JAYANKONDAM,KRISHNAMOORTHY.S,N,BJP,M,55,GEN,1092,250673,204246,204038,0.814790583748549,W
7846,2016,JAYANKONDAM,RAJKUMAR.S,N,IND,M,40,SC,605,250673,204246,204038,0.814790583748549,W
7847,2016,JAYANKONDAM,CHINNADURAI.S,N,BSP,M,42,SC,584,250673,204246,204038,0.814790583748549,W
7848,2016,JAYANKONDAM,ULAGANATHAN.N,N,NCP,M,52,SC,414,250673,204246,204038,0.814790583748549,W
7849,2016,JAYANKONDAM,IRULAPOO.SELVAKUMAR,N,IND,M,46,ST,350,250673,204246,204038,0.814790583748549,W
7850,2016,JAYANKONDAM,KARUNAGARAN.G,N,IND,M,54,GEN,312,250673,204246,204038,0.814790583748549,W
7851,2016,JAYANKONDAM,ALANGARMERY.T,N,IND,F,33,GEN,263,250673,204246,204038,0.814790583748549,W
7852,2016,JAYANKONDAM,MAHESH.C,N,IND,M,35,GEN,258,250673,204246,204038,0.814790583748549,W
7853,2016,JAYANKONDAM,SELVAMANI.P,N,IND,M,34,SC,202,250673,204246,204038,0.814790583748549,W
7854,2016,TITTAGUDI (SC),GANESAN V,W,DMK,M,57,SC,65139,206089,160251,160176,0.7775815303097205,W
7855,2016,TITTAGUDI (SC),AYYASAMY P,N,ADMK,M,44,SC,62927,206089,160251,160176,0.7775815303097205,W
7855,2016,TITTAGUDI (SC),AYYASAMY P,N,ADMK,M,44,SC,62927,206089,160251,160176,0.7775815303097205,N
7856,2016,TITTAGUDI (SC),SASI KUMAR S,N,DMDK,M,38,SC,14657,206089,160251,160176,0.7775815303097205,W
7856,2016,TITTAGUDI (SC),SASI KUMAR S,N,DMDK,M,38,SC,14657,206089,160251,160176,0.7775815303097205,N
7857,2016,TITTAGUDI (SC),ARCHUNAN E,N,PMK,M,42,SC,11438,206089,160251,160176,0.7775815303097205,W
7858,2016,TITTAGUDI (SC),VEDHAMANIKKAM A,N,IND,M,65,SC,1015,206089,160251,160176,0.7775815303097205,W
7859,2016,TITTAGUDI (SC),UMAITHURAI T,N,NTK,M,43,SC,760,206089,160251,160176,0.7775815303097205,W
7859,2016,TITTAGUDI (SC),UMAITHURAI T,N,NTK,M,43,SC,760,206089,160251,160176,0.7775815303097205,N
7860,2016,TITTAGUDI (SC),KOLANJI K,N,BSP,M,48,SC,619,206089,160251,160176,0.7775815303097205,W
7861,2016,TITTAGUDI (SC),LOKITHASAN K,N,IND,M,46,SC,300,206089,160251,160176,0.7775815303097205,W
7862,2016,TITTAGUDI (SC),KALAIYARASAN J,N,IJK,M,35,SC,281,206089,160251,160176,0.7775815303097205,W
7863,2016,TITTAGUDI (SC),PERIYASAMY S,N,IND,M,46,SC,267,206089,160251,160176,0.7775815303097205,W
7864,2016,TITTAGUDI (SC),LAKSHMANAN A,N,IND,M,62,SC,240,206089,160251,160176,0.7775815303097205,W
7865,2016,TITTAGUDI (SC),KRISHNAKUMARI A,N,IND,F,43,SC,195,206089,160251,160176,0.7775815303097205,W
7865,2016,TITTAGUDI (SC),KRISHNAKUMARI A,N,IND,F,43,SC,195,206089,160251,160176,0.7775815303097205,N
7866,2016,TITTAGUDI (SC),PERINBAM D,N,IND,M,29,SC,176,206089,160251,160176,0.7775815303097205,W
7866,2016,TITTAGUDI (SC),PERINBAM D,N,IND,M,29,SC,176,206089,160251,160176,0.7775815303097205,N
7867,2016,TITTAGUDI (SC),SUBRAMANIAN P,N,IND,M,44,SC,112,206089,160251,160176,0.7775815303097205,W
7868,2016,TITTAGUDI (SC),KOLANCHINATHAN V,N,IND,M,49,SC,93,206089,160251,160176,0.7775815303097205,W
7869,2016,VRIDHACHALAM,KALAISELVAN V T,W,ADMK,M,48,GEN,72611,231740,185340,185125,0.7997756105980841,W
7870,2016,VRIDHACHALAM,GOVINDASAMY P,N,DMK,M,52,GEN,58834,231740,185340,185125,0.7997756105980841,W
7871,2016,VRIDHACHALAM,TAMIZHARASI P DR,N,PMK,F,62,GEN,29340,231740,185340,185125,0.7997756105980841,W
7872,2016,VRIDHACHALAM,MUTHUKUMAR V,N,DMDK,M,38,GEN,18563,231740,185340,185125,0.7997756105980841,W
7872,2016,VRIDHACHALAM,MUTHUKUMAR V,N,DMDK,M,38,GEN,18563,231740,185340,185125,0.7997756105980841,N
7873,2016,VRIDHACHALAM,SIVARAJ S,N,NTK,M,38,GEN,844,231740,185340,185125,0.7997756105980841,W
7874,2016,VRIDHACHALAM,RAJENDRAN K,N,IND,M,50,ST,610,231740,185340,185125,0.7997756105980841,W
7874,2016,VRIDHACHALAM,RAJENDRAN K,N,IND,M,50,ST,610,231740,185340,185125,0.7997756105980841,N
7875,2016,VRIDHACHALAM,SELLADURAI C,N,IJK,M,51,GEN,509,231740,185340,185125,0.7997756105980841,W
7876,2016,VRIDHACHALAM,PALANIVEL S,N,IND,M,58,SC,400,231740,185340,185125,0.7997756105980841,W
7876,2016,VRIDHACHALAM,PALANIVEL S,N,IND,M,58,SC,400,231740,185340,185125,0.7997756105980841,N
7877,2016,VRIDHACHALAM,BHARATHI D,N,VTIP,M,27,SC,294,231740,185340,185125,0.7997756105980841,W
7878,2016,VRIDHACHALAM,SENTHIL P,N,IND,M,34,SC,285,231740,185340,185125,0.7997756105980841,W
7879,2016,VRIDHACHALAM,REGO AMBROSE A,N,BSP,M,47,GEN,248,231740,185340,185125,0.7997756105980841,W
7880,2016,VRIDHACHALAM,THIRUNAVUKKARASU R,N,IND,M,32,GEN,150,231740,185340,185125,0.7997756105980841,W
7881,2016,VRIDHACHALAM,CHAKKARAVARTHI P R,N,TSC,M,54,GEN,94,231740,185340,185125,0.7997756105980841,W
7881,2016,VRIDHACHALAM,CHAKKARAVARTHI P R,N,TSC,M,54,GEN,94,231740,185340,185125,0.7997756105980841,N
7882,2016,VRIDHACHALAM,SRINUVASAN R,N,IND,M,43,GEN,88,231740,185340,185125,0.7997756105980841,W
7883,2016,NEYVELI,SABA. RAJENDRAN,W,DMK,M,54,GEN,54299,201040,159370,159241,0.7927278153601274,W
7884,2016,NEYVELI,RAJSEKAR R,N,ADMK,M,49,GEN,36508,201040,159370,159241,0.7927278153601274,W
7885,2016,NEYVELI,VELMURUGAN T,N,TAVK,M,46,GEN,30528,201040,159370,159241,0.7927278153601274,W
7886,2016,NEYVELI,JAGAN K,N,PMK,M,42,GEN,19749,201040,159370,159241,0.7927278153601274,W
7887,2016,NEYVELI,ARUMUGMAN T,N,CPM,M,62,SC,12674,201040,159370,159241,0.7927278153601274,W
7888,2016,NEYVELI,KALAISELVAN B,N,NTK,M,28,GEN,1557,201040,159370,159241,0.7927278153601274,W
7889,2016,NEYVELI,DHAMERA GEETA,N,IND,F,41,SC,670,201040,159370,159241,0.7927278153601274,W
7890,2016,NEYVELI,VADUGANATHAN R,N,IND,M,46,GEN,557,201040,159370,159241,0.7927278153601274,W
7891,2016,NEYVELI,CHANDIRAN S,N,IJK,M,52,GEN,450,201040,159370,159241,0.7927278153601274,W
7892,2016,NEYVELI,RAVIKUMAR K,N,IND,M,33,GEN,387,201040,159370,159241,0.7927278153601274,W
7893,2016,NEYVELI,PALANI MURUGAN,N,IND,M,44,GEN,152,201040,159370,159241,0.7927278153601274,W
7893,2016,NEYVELI,PALANI MURUGAN,N,IND,M,44,GEN,152,201040,159370,159241,0.7927278153601274,N
7894,2016,PANRUTI,SATHYA.P,W,ADMK,F,45,GEN,72353,226257,185566,185465,0.8201558404822834,W
7895,2016,PANRUTI,PONKUMAR,N,DMK,M,60,GEN,69225,226257,185566,185465,0.8201558404822834,W
7896,2016,PANRUTI,DHARMALINGAM.A,N,PMK,M,42,GEN,18666,226257,185566,185465,0.8201558404822834,W
7897,2016,PANRUTI,SIVAKOLUNDHU.P,N,DMDK,M,49,GEN,18409,226257,185566,185465,0.8201558404822834,W
7898,2016,PANRUTI,SARAVANAN S.R,N,BJP,M,39,GEN,1373,226257,185566,185465,0.8201558404822834,W
7899,2016,PANRUTI,MAHABOOBASHA.S,N,NTK,M,42,GEN,1262,226257,185566,185465,0.8201558404822834,W
7900,2016,PANRUTI,APPAR.N,N,IND,M,40,GEN,429,226257,185566,185465,0.8201558404822834,W
7901,2016,PANRUTI,SRIKANTHU.S,N,BSP,M,32,SC,428,226257,185566,185465,0.8201558404822834,W
7902,2016,PANRUTI,GOVINDASAMY.S,N,IND,M,39,GEN,337,226257,185566,185465,0.8201558404822834,W
7902,2016,PANRUTI,GOVINDASAMY.S,N,IND,M,39,GEN,337,226257,185566,185465,0.8201558404822834,N
7903,2016,PANRUTI,KUMAR.C,N,IND,M,32,GEN,312,226257,185566,185465,0.8201558404822834,W
7904,2016,PANRUTI,KIFFAYATH BEGAM.K,N,IND,F,36,GEN,247,226257,185566,185465,0.8201558404822834,W
7905,2016,PANRUTI,JOHN KENNEDY.D,N,IND,M,35,SC,225,226257,185566,185465,0.8201558404822834,W
7906,2016,PANRUTI,SELVAKUMAR.P,N,IND,M,45,GEN,211,226257,185566,185465,0.8201558404822834,W
7907,2016,CUDDALORE,SAMPATH M C,W,ADMK,M,57,GEN,70922,231205,172958,172688,0.7480720572651975,W
7908,2016,CUDDALORE,PUGAZHENDI ELA,N,DMK,M,61,GEN,46509,231205,172958,172688,0.7480720572651975,W
7909,2016,CUDDALORE,CHANDARASEKARAN A S,N,TMC(M),M,48,GEN,20608,231205,172958,172688,0.7480720572651975,W
7910,2016,CUDDALORE,THAMARAIKANNAN PAZHA,N,PMK,M,46,GEN,16905,231205,172958,172688,0.7480720572651975,W
7910,2016,CUDDALORE,THAMARAIKANNAN PAZHA,N,PMK,M,46,GEN,16905,231205,172958,172688,0.7480720572651975,N
7911,2016,CUDDALORE,SEEMAN,N,NTK,M,50,GEN,12497,231205,172958,172688,0.7480720572651975,W
7912,2016,CUDDALORE,SELVAM P,N,BJP,M,52,GEN,1964,231205,172958,172688,0.7480720572651975,W
7913,2016,CUDDALORE,MALAR P,N,IND,F,34,GEN,246,231205,172958,172688,0.7480720572651975,W
7913,2016,CUDDALORE,MALAR P,N,IND,F,34,GEN,246,231205,172958,172688,0.7480720572651975,N
7914,2016,CUDDALORE,RAJARAJAN  S V,N,IND,M,39,GEN,232,231205,172958,172688,0.7480720572651975,W
7915,2016,CUDDALORE,RAJU K,N,IND,M,55,GEN,199,231205,172958,172688,0.7480720572651975,W
7916,2016,CUDDALORE,NAVEENAN K,N,IND,M,32,GEN,179,231205,172958,172688,0.7480720572651975,W
7916,2016,CUDDALORE,NAVEENAN K,N,IND,M,32,GEN,179,231205,172958,172688,0.7480720572651975,N
7917,2016,CUDDALORE,RAJAMOHAN S,N,IND,M,62,GEN,106,231205,172958,172688,0.7480720572651975,W
7918,2016,CUDDALORE,PRABHU R,N,IND,M,33,GEN,103,231205,172958,172688,0.7480720572651975,W
7918,2016,CUDDALORE,PRABHU R,N,IND,M,33,GEN,103,231205,172958,172688,0.7480720572651975,N
7919,2016,CUDDALORE,BASKAR A,N,IND,M,35,GEN,79,231205,172958,172688,0.7480720572651975,W
7919,2016,CUDDALORE,BASKAR A,N,IND,M,35,GEN,79,231205,172958,172688,0.7480720572651975,N
7920,2016,CUDDALORE,SONALI M,N,IND,F,43,GEN,77,231205,172958,172688,0.7480720572651975,W
