YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,AGE,CATEGORY,VOTES,ELECTORS,VOTERS,VALID VOTES
2016,PONNERI,GANESAN K,N,BJP,M,50,SC,2067,250403,197788,197648
2016,PONNERI,VINOTH BABU S,N,NTK,M,33,SC,1620,250403,197788,197648
2016,PONNERI,RAJA S,N,BSP,M,35,SC,1152,250403,197788,197648
2016,PONNERI,KOTTEESWARAN K,N,YSP,M,34,SC,696,250403,197788,197648
2016,PONNERI,RUKUMANGADAN L,N,IND,M,36,SC,640,250403,197788,197648
2016,PONNERI,DILLI BABU V,N,IND,M,30,SC,536,250403,197788,197648
2016,PONNERI,SUDHAKARAN H,N,IND,M,33,SC,383,250403,197788,197648
2016,PONNERI,ELAYARAJA R,N,IND,M,34,SC,213,250403,197788,197648
2016,PONNERI,SRINIVASAN E,N,IND,M,33,SC,181,250403,197788,197648
2016,PONNERI,SATHISH RAJA M,N,IND,M,33,SC,102,250403,197788,197648
2016,TIRUTTANI,NARASIMHAN  P M,W,ADMK,M,66,GEN,93045,274818,222431,222409
2016,TIRUTTANI,CHIDAMBARAM A G,N,INC,M,45,GEN,69904,274818,222431,222409
2016,TIRUTTANI,VAITHILINGAM A,N,PMK,M,46,GEN,29596,274818,222431,222409
2016,TIRUTTANI,KRISHNAMURTHY D,N,DMDK,M,53,GEN,15648,274818,222431,222409
2016,TIRUTTANI,CHAKRAVARTHY. M,N,BJP,M,63,GEN,5525,274818,222431,222409
2016,TIRUTTANI,JAIBASKARAN S,N,BSP,M,35,SC,1445,274818,222431,222409
2016,TIRUTTANI,PRABU S,N,NTK,M,30,GEN,1077,274818,222431,222409
2016,TIRUTTANI,RAJESHKUMAR V,N,IND,M,40,GEN,875,274818,222431,222409
2016,TIRUTTANI,KRISHNAMOORTHY R,N,IND,M,43,GEN,748,274818,222431,222409
2016,TIRUTTANI,RAJAGOPAL N,N,IND,M,41,GEN,723,274818,222431,222409
2016,TIRUTTANI,BABU K,N,IND,M,61,GEN,643,274818,222431,222409
2016,TIRUTTANI,PRATHEEP M,N,IND,M,29,GEN,359,274818,222431,222409
2016,TIRUTTANI,VAITHIYALINGAM K,N,IND,M,32,GEN,346,274818,222431,222409
2016,TIRUTTANI,NARASIMAN P,N,IND,M,35,GEN,247,274818,222431,222409
2016,TIRUTTANI,THUKKARAM N,N,IND,M,33,GEN,152,274818,222431,222409
2016,TIRUVALLUR,RAAJENDRAN V G,W,DMK,M,48,GEN,80473,257558,206488,206244
2016,TIRUVALLUR,BASKARAN A,N,ADMK,M,48,GEN,75335,257558,206488,206244
2016,TIRUVALLUR,BALAYOGI V,N,PMK,M,40,GEN,31935,257558,206488,206244
2016,TIRUVALLUR,BALASUBRAMANI A,N,VCK,M,52,SC,7006,257558,206488,206244
2016,TIRUVALLUR,PREM SEKAR M,N,BSP,M,34,SC,2171,257558,206488,206244
2016,TIRUVALLUR,SRINIVASAN K,N,BJP,M,46,GEN,1826,257558,206488,206244
2016,TIRUVALLUR,SENTHIL KUMAR K,N,NTK,M,28,GEN,1451,257558,206488,206244
2016,TIRUVALLUR,BASKAR A,N,IND,M,44,GEN,796,257558,206488,206244
2016,TIRUVALLUR,SHANKAR K,N,VBMP,M,32,SC,703,257558,206488,206244
2016,TIRUVALLUR,BALA KRISHNAN N,N,IND,M,38,SC,572,257558,206488,206244
2016,TIRUVALLUR,RAJEEV B,N,IND,M,30,SC,418,257558,206488,206244
2016,TIRUVALLUR,ANANDANAYAGI A,N,LJP,F,42,SC,417,257558,206488,206244
2016,TIRUVALLUR,MURUGAN S,N,IND,M,39,SC,415,257558,206488,206244
2016,TIRUVALLUR,SRINIVASAN V,N,IND,M,50,GEN,289,257558,206488,206244
2016,TIRUVALLUR,BASKAR M,N,IND,M,38,GEN,202,257558,206488,206244
2016,TIRUVALLUR,SATHISH B,N,VTIP,M,26,GEN,172,257558,206488,206244
2016,TIRUVALLUR,SIVANANTHAM R,N,IND,M,32,GEN,149,257558,206488,206244
2016,TIRUVALLUR,ANBURAJ P,N,IND,M,30,SC,138,257558,206488,206244
2016,TIRUVALLUR,RAJENDIRAN D,N,IND,M,38,GEN,128,257558,206488,206244
2016,TIRUVALLUR,PANNEERSELVAM T N,N,IND,M,49,GEN,125,257558,206488,206244
2016,TIRUVALLUR,RADHAKRISHNAN D,N,IND,M,36,GEN,105,257558,206488,206244
2016,POONAMALLEE,ELUMALAI T A,W,ADMK,M,51,SC,103952,315718,240126,239987
2016,POONAMALLEE,PARANTHAMEN I,N,DMK,M,39,SC,92189,315718,240126,239987
2016,POONAMALLEE,PARTHASARATHY C,N,PMK,M,61,SC,15827,315718,240126,239987
2016,POONAMALLEE,KANDAN D,N,MDMK,M,42,SC,15051,315718,240126,239987
2016,POONAMALLEE,AMARNATH A,N,BJP,M,41,SC,3456,315718,240126,239987
2016,POONAMALLEE,PONNARASU A,N,NTK,M,26,SC,2562,315718,240126,239987
2016,POONAMALLEE,VIJAYABALAJI V,N,BSP,M,35,SC,2066,315718,240126,239987
2016,POONAMALLEE,RAMAMOORTHY M,N,IND,M,43,SC,391,315718,240126,239987
2016,POONAMALLEE,PRATHAP R,N,SHS,M,33,SC,351,315718,240126,239987
2016,POONAMALLEE,NAGARAJ J,N,IND,M,33,SC,312,315718,240126,239987
2016,POONAMALLEE,TAMILSELVAN B,N,IND,M,38,SC,177,315718,240126,239987
2016,POONAMALLEE,ANANTH C,N,IND,M,38,SC,151,315718,240126,239987
2016,POONAMALLEE,KANDHASAMY B,N,IND,M,41,SC,121,315718,240126,239987
2016,POONAMALLEE,SANKARALINGAM J,N,IND,M,30,SC,116,315718,240126,239987
2016,AVADI,PANDIA RAJAN K,W,ADMK,M,56,GEN,108064,398613,270750,270732
2016,AVADI,NASAR S M,N,DMK,M,56,GEN,106669,398613,270750,270732
2016,AVADI,ANTHRIDOSS R,N,MDMK,M,57,GEN,22848,398613,270750,270732
2016,AVADI,ANANDAKRISHNAN N,N,PMK,M,44,GEN,12428,398613,270750,270732
2016,AVADI,LOGANATHAN J,N,BJP,M,48,GEN,7232,398613,270750,270732
2016,AVADI,NALLATHAMBI S,N,NTK,M,26,GEN,4301,398613,270750,270732
2016,AVADI,CHARLES S,N,BSP,M,35,SC,1477,398613,270750,270732
2016,AVADI,NAZAR S M A,N,IND,M,48,GEN,452,398613,270750,270732
2016,AVADI,DINESH KUMAR P,N,IND,M,34,SC,402,398613,270750,270732
2016,AVADI,PANDIARAJAN G,N,IND,M,26,GEN,386,398613,270750,270732
2016,AVADI,DHARANI K,N,IND,M,35,GEN,193,398613,270750,270732
2016,AVADI,SELVANAYAGAM D,N,IND,M,60,SC,188,398613,270750,270732
2016,AVADI,ANTHARAIYAN,N,IND,M,62,GEN,173,398613,270750,270732
2016,AVADI,DURGA PRASAD G,N,IND,M,32,GEN,148,398613,270750,270732
2016,AVADI,PONNUSAMY R,N,VBMP,M,32,GEN,138,398613,270750,270732
2016,AVADI,KARTHIKEYAN V P,N,IND,M,25,SC,136,398613,270750,270732
2016,AVADI,JANOVA J,N,IND,M,33,SC,115,398613,270750,270732
2016,AVADI,KALIAMMAL RAJENDRAN,N,IND,F,49,SC,110,398613,270750,270732
2016,AVADI,SATHYA D,N,IND,M,41,GEN,103,398613,270750,270732
2016,AVADI,RAMACHANDRAN J,N,IND,M,40,GEN,89,398613,270750,270732
2016,AVADI,ROWOTH PASARI,N,SAP,F,56,GEN,86,398613,270750,270732
2016,MADURAVOYAL,BENJAMIN P,W,ADMK,M,46,GEN,99739,402205,248719,248597
2016,MADURAVOYAL,RAJESH R,N,INC,M,37,GEN,91337,402205,248719,248597
2016,MADURAVOYAL,BEEMRAO G,N,CPM,M,58,SC,19612,402205,248719,248597
2016,MADURAVOYAL,SRINIVASAN N V,N,PMK,M,60,GEN,17328,402205,248719,248597
2016,MADURAVOYAL,VASU M,N,NTK,M,48,GEN,6181,402205,248719,248597
2016,MADURAVOYAL,ANANDAPRIYA R,N,IJK,F,35,GEN,4582,402205,248719,248597
2016,MADURAVOYAL,MOHAMED ABBAS S,N,BSP,M,37,GEN,807,402205,248719,248597
2016,MADURAVOYAL,DHANASEKAR A,N,YSP,M,34,GEN,549,402205,248719,248597
2016,MADURAVOYAL,GANAPATHY SURESH,N,IND,M,46,GEN,503,402205,248719,248597
2016,MADURAVOYAL,RAJESH C,N,IND,M,30,GEN,430,402205,248719,248597
2016,MADURAVOYAL,SRIRANGARAYAN G,N,KMDK,M,42,GEN,274,402205,248719,248597
2016,MADURAVOYAL,SRINIVASAN K V,N,IND,M,47,GEN,269,402205,248719,248597
2016,MADURAVOYAL,RAVI C V,N,IND,M,36,GEN,173,402205,248719,248597
2016,MADURAVOYAL,ARUN KUMAR R,N,IND,M,35,GEN,158,402205,248719,248597
2016,AMBATTUR,ALEXANDER  V,W,ADMK,M,44,GEN,94375,359345,229715,229632
2016,AMBATTUR,AASSAN MAULAANA,N,INC,M,32,GEN,76877,359345,229715,229632
2016,AMBATTUR,SEKAR K N,N,PMK,M,45,GEN,16635,359345,229715,229632
2016,AMBATTUR,CONSTANDINE RAVINDRAN J,N,DMDK,M,48,GEN,16631,359345,229715,229632
2016,AMBATTUR,DEVARAJAN  C,N,BJP,M,46,GEN,9563,359345,229715,229632
2016,AMBATTUR,ANBUTHENNARASAN  R,N,NTK,M,53,GEN,5044,359345,229715,229632
2016,AMBATTUR,SIMRAN KALATI,N,YSP,F,40,GEN,553,359345,229715,229632
2016,AMBATTUR,ABUBAKKAR M,N,NCP,M,58,GEN,479,359345,229715,229632
2016,AMBATTUR,PRAKASH  C,N,BSP,M,43,SC,456,359345,229715,229632
2016,AMBATTUR,DEVARAJAN G,N,IND,M,40,GEN,418,359345,229715,229632
2016,AMBATTUR,PALANIVEL K,N,CPI(ML)(L),M,50,SC,403,359345,229715,229632
2016,AMBATTUR,CHINNADURAI   M,N,IND,M,39,GEN,385,359345,229715,229632
2016,AMBATTUR,SHIVAKUMAR    S,N,IND,M,37,GEN,339,359345,229715,229632
2016,AMBATTUR,NARMADHA NANDHAKUMAR,N,IND,F,37,GEN,267,359345,229715,229632
2016,AMBATTUR,PRAKASH R,N,IND,M,49,GEN,234,359345,229715,229632
2016,AMBATTUR,VISWANATHAN R,N,IND,M,59,GEN,166,359345,229715,229632
2016,AMBATTUR,MANOHARAN  D,N,IND,M,38,SC,128,359345,229715,229632
2016,AMBATTUR,BALAJI   G,N,IND,M,38,GEN,119,359345,229715,229632
2016,AMBATTUR,GANESAN N,N,IND,M,47,GEN,117,359345,229715,229632
2016,AMBATTUR,KANAKARAJ  K,N,IND,M,47,SC,116,359345,229715,229632
2016,AMBATTUR,RAMESH B,N,IND,M,46,GEN,115,359345,229715,229632
2016,AMBATTUR,RANGANATHAN  K,N,VTK,M,36,GEN,112,359345,229715,229632
2016,AMBATTUR,RAMADASS   A S,N,IND,M,46,SC,109,359345,229715,229632
2016,AMBATTUR,DHANRAJ P,N,IND,M,61,GEN,106,359345,229715,229632
2016,AMBATTUR,ARUMUGAM  S,N,IND,M,49,SC,100,359345,229715,229632
2016,AMBATTUR,BALACHANDAR  M,N,PPIS,M,38,GEN,99,359345,229715,229632
2016,AMBATTUR,VIJAYAKUMAR G,N,IND,M,58,GEN,83,359345,229715,229632
2016,MADAVARAM,SUDHARSANAM S,W,DMK,M,57,GEN,122082,392299,268760,268718
2016,MADAVARAM,DHAKSHNAMOORTHY D,N,ADMK,M,41,GEN,106829,392299,268760,268718
2016,MADAVARAM,ERAVIRAJ G,N,PMK,M,51,GEN,14245,392299,268760,268718
2016,MADAVARAM,KANNAN A S,N,CPI,M,74,SC,9383,392299,268760,268718
2016,MADAVARAM,JANAKIRAMAN R M R,N,BJP,M,60,GEN,5161,392299,268760,268718
2016,MADAVARAM,ELUMALAI R,N,NTK,M,50,GEN,3697,392299,268760,268718
2016,MADAVARAM,GIRI C,N,BSP,M,33,SC,829,392299,268760,268718
2016,MADAVARAM,GOPI M,N,YSP,M,37,SC,573,392299,268760,268718
2016,MADAVARAM,JANAKIRAMAN S,N,CPI(ML)(L),M,49,SC,393,392299,268760,268718
2016,MADAVARAM,NANDAKUMAR P,N,IND,M,46,GEN,312,392299,268760,268718
2016,MADAVARAM,VINOTHKUMAR P,N,FIP,M,31,GEN,303,392299,268760,268718
2016,MADAVARAM,NAGARAJ S,N,IND,M,33,SC,256,392299,268760,268718
2016,MADAVARAM,RAJASEKARAN M,N,IND,M,27,SC,132,392299,268760,268718
2016,MADAVARAM,SATHEESH S,N,IND,M,31,GEN,123,392299,268760,268718
2016,MADAVARAM,SURESHKUMAR S,N,IND,M,34,SC,109,392299,268760,268718
2016,THIRUVOTTIYUR,SAMY.K.P.P,W,DMK,M,53,GEN,82205,284010,190116,190061
2016,THIRUVOTTIYUR,BALRAJ.B,N,ADMK,M,58,GEN,77342,284010,190116,190061
2016,THIRUVOTTIYUR,ARUMUGAM.A.V,N,DMDK,M,37,GEN,13463,284010,190116,190061
2016,THIRUVOTTIYUR,VASANTHAKUMARI.R,N,PMK,F,42,GEN,4025,284010,190116,190061
2016,THIRUVOTTIYUR,GOKUL.R,N,NTK,M,42,GEN,3961,284010,190116,190061
2016,THIRUVOTTIYUR,SIVAKUMAR.M,N,BJP,M,46,GEN,3313,284010,190116,190061
2016,THIRUVOTTIYUR,DHANASEKAR.C,N,IND,M,33,GEN,511,284010,190116,190061
2016,THIRUVOTTIYUR,KARNAN.P,N,SHS,M,49,GEN,425,284010,190116,190061
2016,THIRUVOTTIYUR,TAMILSELVAN.S,N,IND,M,33,GEN,299,284010,190116,190061
2016,THIRUVOTTIYUR,NANDHAKUMAR.B,N,GOKMK,M,28,GEN,252,284010,190116,190061
2016,THIRUVOTTIYUR,SELVAM.P,N,IND,M,54,GEN,196,284010,190116,190061
2016,THIRUVOTTIYUR,THAMOTHARAN.P,N,IND,M,39,GEN,190,284010,190116,190061
2016,THIRUVOTTIYUR,RAMESH.E,N,IND,M,41,GEN,166,284010,190116,190061
2016,THIRUVOTTIYUR,KARIMULLA.M.G,N,IND,M,55,GEN,159,284010,190116,190061
2016,THIRUVOTTIYUR,MANIKANDAN.K,N,IND,M,26,SC,138,284010,190116,190061
2016,THIRUVOTTIYUR,ZAKIR HUSSAIN.B,N,IND,M,42,GEN,104,284010,190116,190061
2016,THIRUVOTTIYUR,SUNDAR.D,N,VTIP,M,28,GEN,100,284010,190116,190061
2016,THIRUVOTTIYUR,SANKAR.D,N,IND,M,40,SC,87,284010,190116,190061
2016,THIRUVOTTIYUR,SENTHIL.K,N,IND,M,40,GEN,79,284010,190116,190061
2016,THIRUVOTTIYUR,ISRATHBEGUM.A.R,N,IND,F,43,GEN,65,284010,190116,190061
2016,THIRUVOTTIYUR,SOWRI RAJAN.M,N,PPIS,M,53,GEN,64,284010,190116,190061
2016,DR.RADHAKRISHNAN NAGAR,JAYALALITHAA J,W,ADMK,F,68,GEN,97218,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,SHIMLA MUTHUCHOZHAN,N,DMK,F,34,GEN,57673,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,VASANTHI DEVI V,N,VCK,F,77,GEN,4195,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,AGNES F,N,PMK,F,49,GEN,3011,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,RAJA M.N,N,BJP,M,58,GEN,2928,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,DEVI G,N,NTK,O,38,GEN,2513,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,EDINBUROUGH J,N,BSP,M,37,GEN,327,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,MICHAEL RAJ M.A,N,IND,M,47,GEN,230,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,"SELVARANI,",N,IND,F,38,SC,206,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,MARIMUTHU P,N,IND,M,60,GEN,204,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,GOPI M,N,IND,M,36,GEN,189,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,ARUNTHATHI RAMACHANDRAN,N,IND,M,41,SC,177,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,VENUGOPAL D,N,SHS,M,30,SC,162,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,SADAIYANDI.E,N,SUCI,M,53,SC,132,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,RAVI PARAYANAR.D,N,RPI(A),M,39,SC,125,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,BHUVANESWARI P,N,IND,F,28,SC,119,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,KAVERISELVAM M,N,IND,M,28,GEN,104,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,NAMBIRAJAN N,N,IND,M,31,SC,100,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,JAYALAKSHMI K,N,IND,F,36,GEN,99,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,MANAOHARAN S,N,IND,M,34,GEN,98,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,PREMKUMAR P,N,IND,M,27,GEN,82,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,ARUNTHATHI VADIVEL MURUGAN,N,IND,M,41,SC,81,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,MEENACHI SUNDARAM V,N,IND,M,34,GEN,80,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,YUVARAJ S,N,IND,M,27,SC,73,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,CHANDRASEKAR K,N,IND,M,42,SC,73,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,PONRAJ P,N,IND,M,45,GEN,72,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,ABRAHAM RAJAMOHAN.R,N,PPIS,M,68,GEN,68,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,PRAVINA G,N,IND,F,43,SC,63,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,GAJENDRAN P,N,IND,M,34,GEN,63,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,SWAMY A.K,N,IND,M,50,GEN,61,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,JAGADISHWARAREDDY K,N,IND,M,54,GEN,57,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,DURAIVEL V,N,IND,M,43,SC,57,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,SUBASH BABU M,N,AUK,M,40,GEN,55,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,MURUGAN M.R.,N,JJ,M,36,GEN,52,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,PRAKASH S,N,IND,M,37,GEN,48,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,BASKARAN N,N,IND,M,39,SC,48,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,SURESHKUMAR S,N,MKAT,M,33,SC,42,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,SHANMUGANANDHAM M,N,VTIP,M,29,GEN,42,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,SEKAR S,N,IND,M,43,GEN,37,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,RAJU R.S,N,IND,M,47,GEN,35,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,THANGAVEL V,N,IND,M,42,GEN,35,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,BASKAR P,N,IND,M,34,GEN,31,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,MEGAVANAN I,N,IND,M,30,GEN,29,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,RAJ L,N,IND,M,41,GEN,28,254558,174076,174015
2016,DR.RADHAKRISHNAN NAGAR,RAMESH R,N,IND,M,28,GEN,20,254558,174076,174015
2016,PERAMBUR,P VETRIVEL,W,ADMK,M,55,GEN,79974,290522,188860,188681
2016,PERAMBUR,N R DHANAPALAN,N,DMK,M,64,GEN,79455,290522,188860,188681
2016,PERAMBUR,A SOUNDARA RAJAN,N,CPM,M,69,GEN,10281,290522,188860,188681
2016,PERAMBUR,PRAKASH R,N,BJP,M,52,GEN,4582,290522,188860,188681
2016,PERAMBUR,M.VENKATESH  PERUMAL,N,PMK,M,47,GEN,3685,290522,188860,188681
2016,PERAMBUR,S VETRI THAMIZHAN,N,NTK,M,30,GEN,3236,290522,188860,188681
2016,PERAMBUR,S SURESH,N,YSP,M,30,GEN,387,290522,188860,188681
2016,PERAMBUR,N RAJ,N,BSP,M,43,SC,363,290522,188860,188681
2016,PERAMBUR,J PRAVEEN KUMAR,N,IND,M,33,GEN,319,290522,188860,188681
2016,PERAMBUR,R SARAVANA PERUMAL,N,IND,M,42,GEN,304,290522,188860,188681
2016,PERAMBUR,P SARAVANAN,N,IND,M,36,GEN,249,290522,188860,188681
2016,PERAMBUR,D SUNDARA RAMAN,N,IND,M,40,GEN,248,290522,188860,188681
2016,PERAMBUR,S VENGADESAN,N,SHS,M,54,GEN,230,290522,188860,188681
2016,PERAMBUR,L SUSITHRA,N,IND,F,40,GEN,215,290522,188860,188681
2016,PERAMBUR,G KOTHANDAN,N,IND,M,61,GEN,212,290522,188860,188681
2016,PERAMBUR,R KARTHIKEYAN,N,IND,M,45,GEN,163,290522,188860,188681
2016,PERAMBUR,G.R.MOHAMMED YOUSUFF,N,IND,M,68,GEN,161,290522,188860,188681
2016,PERAMBUR,S MOHAN,N,IND,M,47,GEN,158,290522,188860,188681
2016,PERAMBUR,N VIJI,N,IND,M,42,SC,158,290522,188860,188681
2016,PERAMBUR,A SIVARAJALINGAM,N,IND,M,31,GEN,121,290522,188860,188681
2016,PERAMBUR,P RAJA,N,IND,M,43,GEN,118,290522,188860,188681
2016,PERAMBUR,A MANIVANNAN,N,IND,M,41,SC,115,290522,188860,188681
2016,PERAMBUR,M MAHENDRAN,N,MKAT,M,42,SC,100,290522,188860,188681
2016,PERAMBUR,K. KAMARAJ,N,IND,M,39,GEN,100,290522,188860,188681
2016,PERAMBUR,V SUBRAMANI,N,IND,M,52,GEN,83,290522,188860,188681
2016,PERAMBUR,S JAYARAJ,N,IND,M,32,GEN,80,290522,188860,188681
2016,PERAMBUR,B KUMARAN,N,IND,M,41,GEN,75,290522,188860,188681
2016,PERAMBUR,K.MALLIKA,N,AIWUP,F,56,GEN,72,290522,188860,188681
2016,PERAMBUR,S PARTHIBAN,N,IND,M,33,GEN,64,290522,188860,188681
2016,PERAMBUR,S NARENDRA KUMAR,N,IND,M,25,SC,55,290522,188860,188681
2016,PERAMBUR,K VASANTHA KUMARI,N,LJP,F,47,GEN,54,290522,188860,188681
2016,PERAMBUR,R MANIKANDAN,N,IND,M,37,GEN,51,290522,188860,188681
2016,PERAMBUR,P NARAYANASAMI,N,IND,M,44,GEN,46,290522,188860,188681
2016,KOLATHUR,STALIN.M.K,W,DMK,M,63,GEN,91303,259843,168359,168308
2016,KOLATHUR,PRABHAKAR.J.C.D,N,ADMK,M,64,GEN,53573,259843,168359,168308
2016,KOLATHUR,MATHIVANAN.P,N,DMDK,M,33,GEN,6276,259843,168359,168308
2016,KOLATHUR,RAGHAVAN.K.T,N,BJP,M,45,GEN,5289,259843,168359,168308
2016,KOLATHUR,GOPAL.S,N,PMK,M,46,GEN,3022,259843,168359,168308
2016,KOLATHUR,XAVIER FELIX.S,N,NTK,M,56,GEN,2827,259843,168359,168308
2016,KOLATHUR,SHAJINI.M,N,IND,F,26,SC,525,259843,168359,168308
2016,KOLATHUR,VELAN.C,N,BSP,M,40,SC,438,259843,168359,168308
2016,KOLATHUR,ASHOK KUMAR.S,N,VTIP,M,37,SC,256,259843,168359,168308
2016,KOLATHUR,SIVASHANKAR.R,N,IND,M,34,GEN,202,259843,168359,168308
2016,KOLATHUR,SEETHA MALLAR,N,IND,F,43,SC,201,259843,168359,168308
2016,KOLATHUR,PRAKASH.M,N,IND,M,42,GEN,127,259843,168359,168308
2016,KOLATHUR,SATHYANARAYANAN.G,N,YSP,M,33,GEN,112,259843,168359,168308
2016,KOLATHUR,STALINKUMAR.A,N,IND,M,38,SC,83,259843,168359,168308
2016,KOLATHUR,VIJAYAKUMARI.V,N,RPI(A),F,40,GEN,65,259843,168359,168308
2016,KOLATHUR,ARAVIND.A,N,IND,M,28,SC,62,259843,168359,168308
2016,KOLATHUR,MOHANRAJ.J,N,JJ,M,64,GEN,60,259843,168359,168308
2016,KOLATHUR,VASANTHA KUMAR.M,N,VBMP,M,37,GEN,60,259843,168359,168308
2016,KOLATHUR,RAGAVANAYAGAM.G,N,IND,M,42,SC,59,259843,168359,168308
2016,KOLATHUR,KARTHICK.S,N,IND,M,27,GEN,51,259843,168359,168308
2016,KOLATHUR,CHARAVANAN.M.P,N,IND,M,55,GEN,48,259843,168359,168308
2016,KOLATHUR,MURALI VINODH.M,N,IND,M,33,SC,42,259843,168359,168308
2016,KOLATHUR,DEVAKUMARAN.A,N,IND,M,34,GEN,37,259843,168359,168308
2016,KOLATHUR,SUBBIAH.J,N,IND,M,43,GEN,36,259843,168359,168308
2016,VILLIVAKKAM,B. RANGANATHAN,W,DMK,M,65,GEN,65972,250657,150116,150084
2016,VILLIVAKKAM,THADI M.RAJU,N,ADMK,M,68,GEN,56651,250657,150116,150084
2016,VILLIVAKKAM,T.PANDIYAN,N,DMDK,M,40,GEN,8234,250657,150116,150084
2016,VILLIVAKKAM,M.JAISHANKAR,N,BJP,M,43,GEN,6438,250657,150116,150084
