YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,AGE,CATEGORY,VOTES,ELECTORS,VOTERS,VALID VOTES
2011,AVADI,MULLAITAMILAN.A,N,IND,M,39,GEN,541,277885,199814,199538
2011,AVADI,SHANAVASKHAN. J,N,IND,M,30,GEN,471,277885,199814,199538
2011,AVADI,PARAMANANTHAM.DR. M.,N,LSP,M,35,GEN,416,277885,199814,199538
2011,AVADI,RAGULAN.S,N,IND,M,46,GEN,391,277885,199814,199538
2011,AVADI,GOVINDARAJ. P,N,IND,M,49,GEN,290,277885,199814,199538
2011,AVADI,AMARAVATHI M,N,IND,F,49,GEN,277,277885,199814,199538
2011,AVADI,KOTHANDAN. R. K,N,IND,M,53,GEN,157,277885,199814,199538
2011,AVADI,KAMALESH. J,N,IND,M,26,GEN,148,277885,199814,199538
2011,AVADI,PRABHU. G,N,IND,M,28,GEN,105,277885,199814,199538
2011,MADURAVOYAL,1 BEEM RAO. G,W,CPM,M,52,GEN,96844,269513,185961,185925
2011,MADURAVOYAL,2 SELVAM K,N,PMK,M,46,GEN,72833,269513,185961,185925
2011,MADURAVOYAL,3 SELVAN S,N,BJP,M,36,GEN,6381,269513,185961,185925
2011,MADURAVOYAL,4 SIVASANKARAN. D,N,IJK,M,33,GEN,2256,269513,185961,185925
2011,MADURAVOYAL,5 YOSUVA. P,N,BSP,M,52,GEN,2040,269513,185961,185925
2011,MADURAVOYAL,6 SELVAM. K,N,IND,M,30,GEN,1542,269513,185961,185925
2011,MADURAVOYAL,7 DHILBAHADUR. L,N,JMM,M,41,GEN,1373,269513,185961,185925
2011,MADURAVOYAL,8 RAVEENDRAN. R,N,IND,M,34,GEN,855,269513,185961,185925
2011,MADURAVOYAL,9 DHARMARAJ. G,N,IND,M,58,GEN,640,269513,185961,185925
2011,MADURAVOYAL,10  SENTHIL KUMAR. K.G.R,N,IND,M,32,GEN,393,269513,185961,185925
2011,MADURAVOYAL,BASKARAN. K,N,IND,M,26,GEN,303,269513,185961,185925
2011,MADURAVOYAL,12  TAMILOLEI. G,N,IND,F,35,GEN,296,269513,185961,185925
2011,MADURAVOYAL,13  SOMASUNDARAM. K,N,IND,M,48,GEN,169,269513,185961,185925
2011,AMBATTUR,1 VEDHACHALAM. S,W,AIADMK,M,57,GEN,99330,264990,187069,186347
2011,AMBATTUR,2 RANAGANATHAN. B,N,DMK,M,60,GEN,76613,264990,187069,186347
2011,AMBATTUR,3 JEYACHANDRA. T,N,BJP,F,51,GEN,3912,264990,187069,186347
2011,AMBATTUR,4 DEVARAJAN. C,N,JMM,M,41,GEN,1128,264990,187069,186347
2011,AMBATTUR,5 MOHAMED ABBAS. S,N,BSP,M,31,GEN,962,264990,187069,186347
2011,AMBATTUR,6 JAGEDHEESWARAN. D,N,LSP,M,28,GEN,905,264990,187069,186347
2011,AMBATTUR,7 BHUVANESWARI. S,N,IJK,F,46,GEN,905,264990,187069,186347
2011,AMBATTUR,8 LOKESH. D,N,IND,M,32,GEN,608,264990,187069,186347
2011,AMBATTUR,9 PALANIVEL. K,N,CPI(ML)(L),M,45,SC,477,264990,187069,186347
2011,AMBATTUR,10  ELUMALAI. P,N,IND,M,49,SC,461,264990,187069,186347
2011,AMBATTUR,RAJENDRAN. N,N,IND,M,49,GEN,261,264990,187069,186347
2011,AMBATTUR,12  BALAJI. G,N,IND,M,32,SC,201,264990,187069,186347
2011,AMBATTUR,13  LOGUBABU. B,N,IND,M,40,GEN,184,264990,187069,186347
2011,AMBATTUR,14  INBARAJ. D,N,IND,M,48,SC,168,264990,187069,186347
2011,AMBATTUR,15  RAMAKRISHNAN. K,N,IND,M,45,GEN,137,264990,187069,186347
2011,AMBATTUR,16  PALANI. D,N,IND,M,37,GEN,95,264990,187069,186347
2011,MADAVARAM,1 MOORTHY V,W,AIADMK,M,52,GEN,115468,275626,207406,207325
2011,MADAVARAM,2 KANIMOZHI N S,N,DMK,F,37,GEN,80703,275626,207406,207325
2011,MADAVARAM,3 SIVAKUMAR B,N,BJP,M,40,GEN,2599,275626,207406,207325
2011,MADAVARAM,4 KUMARAN P,N,IND,M,36,GEN,2135,275626,207406,207325
2011,MADAVARAM,5 RAMESH A,N,PB,M,51,GEN,1964,275626,207406,207325
2011,MADAVARAM,6 JANAKIRAMAN N,N,BSP,M,39,GEN,1280,275626,207406,207325
2011,MADAVARAM,7 SRINIVASAN K,N,JMM,M,40,GEN,978,275626,207406,207325
2011,MADAVARAM,8 RAJA K,N,IND,M,37,GEN,872,275626,207406,207325
2011,MADAVARAM,9 JANAKIRAMAN S,N,CPI(ML)(L),M,44,GEN,408,275626,207406,207325
2011,MADAVARAM,10  NANDAKUMAR P,N,IND,M,40,GEN,360,275626,207406,207325
2011,MADAVARAM,MEGANATHAN S,N,IND,M,37,GEN,233,275626,207406,207325
2011,MADAVARAM,12  SENTHILKUMAR B,N,IND,M,30,GEN,193,275626,207406,207325
2011,MADAVARAM,13  SRINIVASAN G S,N,IND,M,38,GEN,132,275626,207406,207325
2011,THIRUVOTTIYUR,"1 KUPPAN, K.",W,AIADMK,M,56,GEN,93944,221495,164823,164716
2011,THIRUVOTTIYUR,"2 SAMY, K.P.P.",N,DMK,M,48,GEN,66653,221495,164823,164716
2011,THIRUVOTTIYUR,"3 VENKATAKRISHNAN, V.",N,BJP,M,48,GEN,1719,221495,164823,164716
2011,THIRUVOTTIYUR,"4 PANDIYAN, S.",N,IND,M,45,GEN,649,221495,164823,164716
2011,THIRUVOTTIYUR,"5 SURESH, S.",N,BSP,M,30,GEN,464,221495,164823,164716
2011,THIRUVOTTIYUR,"6 UDAIYAR, T.",N,JMM,M,61,GEN,343,221495,164823,164716
2011,THIRUVOTTIYUR,"7 TANIKACHALAM, B",N,IND,M,31,GEN,252,221495,164823,164716
2011,THIRUVOTTIYUR,"8 JOHNSON, S.",N,PB,M,42,GEN,197,221495,164823,164716
2011,THIRUVOTTIYUR,"9 KUPPAN, K.",N,IND,M,45,GEN,172,221495,164823,164716
2011,THIRUVOTTIYUR,"10  KUPPAN, D.",N,IND,M,29,GEN,164,221495,164823,164716
2011,THIRUVOTTIYUR,"SELVARAJKUMAR, K.R.",N,IND,M,37,GEN,159,221495,164823,164716
2011,DR.RADHAKRISHNAN NAGAR,VETRIIVEL P,W,AIADMK,M,50,GEN,83777,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,SEKARBABU P K,N,DMK,M,48,GEN,52522,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,VINAYAGAM K R,N,BJP,M,38,GEN,1300,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,AROCKIAM S,N,IJK,M,35,GEN,678,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,PRAKASH R,N,IND,M,33,GEN,529,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,MARIMUTHU P,N,IND,M,55,GEN,481,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,DANIEL S,N,IND,M,32,GEN,379,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,PERUMAL S,N,BSP,M,62,SC,252,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,MADHU P,N,MMKA,M,33,GEN,204,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,CHANDRAN M R,N,IND,M,37,SC,184,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,VENUGOPAL T V,N,IND,M,53,GEN,180,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,SASIKUMAR S,N,IND,M,35,GEN,174,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,MADHAN S,N,IND,M,32,GEN,122,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,VINCENT A,N,IND,M,29,GEN,97,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,PRASANNAKUMAR M,N,IND,M,30,SC,90,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,MUTHUSARAVANAN P,N,IND,M,30,GEN,89,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,SEKAR M M,N,IND,M,50,GEN,77,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,SEKAR K,N,IND,M,41,GEN,72,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,SATHISH C,N,IND,M,32,GEN,72,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,20  VIJAYARAJ T K,N,IND,M,30,SC,66,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,21  VEERABADHRAN S,N,IND,M,36,SC,64,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,22  ELANGOVAN M,N,IND,M,37,GEN,61,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,23  RAJA B @ RAJA R B,N,IND,M,30,SC,58,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,24  GIRIJA S P,N,IND,F,54,GEN,54,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,,N,IND,M,50,GEN,52,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,26  GOKUL G R P,N,IND,M,43,GEN,50,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,27  RAJENDRAN K,N,IND,M,48,GEN,49,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,28  LOGANATHAN S,N,IND,M,34,SC,46,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,29  RAVINDERABABU G,N,IND,M,47,GEN,42,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,30  GOKULAKRISHNAN V R,N,IND,M,39,SC,42,195179,141942,141904
2011,DR.RADHAKRISHNAN NAGAR,31  LALLI R,N,IND,F,35,GEN,41,195179,141942,141904
2011,PERAMBUR,SOUNDARARAJAN A,W,CPM,M,64,GEN,84668,232344,162166,162026
2011,PERAMBUR,N.R.DHANAPALAN,N,DMK,M,59,GEN,67245,232344,162166,162026
2011,PERAMBUR,R.RAVINDRAKUMAR,N,BJP,M,53,GEN,2758,232344,162166,162026
2011,PERAMBUR,VIJAYAKUMAR K,N,JMM,M,40,GEN,961,232344,162166,162026
2011,PERAMBUR,PALANI.S,N,BSP,M,44,SC,912,232344,162166,162026
2011,PERAMBUR,GOPI ANAND C,N,IND,M,27,GEN,861,232344,162166,162026
2011,PERAMBUR,JESU I,N,IJK,M,46,GEN,753,232344,162166,162026
2011,PERAMBUR,BALAKRISHNAN S,N,IND,M,36,GEN,699,232344,162166,162026
2011,PERAMBUR,BALAKRISHNAN A,N,IND,M,50,SC,662,232344,162166,162026
2011,PERAMBUR,SANTHANAM G,N,IND,M,47,GEN,456,232344,162166,162026
2011,PERAMBUR,MURALIDHARAN B,N,IND,M,35,GEN,339,232344,162166,162026
2011,PERAMBUR,THENKARAI MUTHU R,N,IND,M,52,GEN,317,232344,162166,162026
2011,PERAMBUR,PRABHAKAR S D,N,MSK,M,31,GEN,286,232344,162166,162026
2011,PERAMBUR,RAJA P,N,IND,M,38,GEN,232,232344,162166,162026
2011,PERAMBUR,MARIADASS J,N,PB,M,38,GEN,213,232344,162166,162026
2011,PERAMBUR,KISHOREKUMAR A,N,IND,M,33,GEN,173,232344,162166,162026
2011,PERAMBUR,SUNDER J,N,IND,M,43,GEN,156,232344,162166,162026
2011,PERAMBUR,MURTHY G,N,IND,M,59,SC,120,232344,162166,162026
2011,PERAMBUR,SIVAKUMAR R,N,IND,M,46,GEN,111,232344,162166,162026
2011,PERAMBUR,SARAVANAN M,N,IND,M,35,SC,104,232344,162166,162026
2011,KOLATHUR,STALIN M.K.,W,DMK,M,59,GEN,68677,208018,142435,142028
2011,KOLATHUR,SADAI.SA. DURAISAMY,N,AIADMK,M,59,GEN,65943,208018,142435,142028
2011,KOLATHUR,ARMSTRONG K.,N,BSP,M,39,SC,4004,208018,142435,142028
2011,KOLATHUR,SHANKAR K.P.M.,N,IND,M,46,GEN,778,208018,142435,142028
2011,KOLATHUR,ASHOK KUMAR S.,N,LSP,M,31,SC,502,208018,142435,142028
2011,KOLATHUR,SIVAKUMAR M.,N,IJK,M,32,GEN,285,208018,142435,142028
2011,KOLATHUR,SARAVANAN S.P,N,IND,M,47,GEN,193,208018,142435,142028
2011,KOLATHUR,SURIYA NARAYANAN D,N,IND,M,37,ST,187,208018,142435,142028
2011,KOLATHUR,SURESH D,N,IND,M,38,GEN,185,208018,142435,142028
2011,KOLATHUR,JAYARAMARAJ T,N,IND,M,41,GEN,160,208018,142435,142028
2011,KOLATHUR,SIVASUBRAMANI S.,N,IND,M,41,GEN,157,208018,142435,142028
2011,KOLATHUR,PADMARAJAN K.,N,IND,M,52,GEN,114,208018,142435,142028
2011,KOLATHUR,VENKATARAMANI K,N,IND,M,54,GEN,89,208018,142435,142028
2011,KOLATHUR,ATICK YEZDON A.S.,N,RPI(A),M,30,GEN,83,208018,142435,142028
2011,KOLATHUR,CHARAVANAN M.P.,N,IND,M,49,GEN,72,208018,142435,142028
2011,KOLATHUR,AZHAGESAN S,N,IND,M,39,GEN,67,208018,142435,142028
2011,KOLATHUR,JAYASEELAN A.,N,IND,M,44,GEN,66,208018,142435,142028
2011,KOLATHUR,VENUGOPAL M,N,IND,M,54,GEN,56,208018,142435,142028
2011,KOLATHUR,NARAYANARAO V.S.,N,IND,M,39,GEN,55,208018,142435,142028
2011,KOLATHUR,RAVI KUMAR T,N,IND,M,41,SC,54,208018,142435,142028
2011,KOLATHUR,GOPI K.S.,N,IND,M,41,GEN,53,208018,142435,142028
2011,KOLATHUR,KANDASAMY S.,N,IND,M,46,GEN,51,208018,142435,142028
2011,KOLATHUR,GANESAN P.,N,IND,M,40,SC,50,208018,142435,142028
2011,KOLATHUR,MURALI VINODH M.,N,IND,M,27,SC,41,208018,142435,142028
2011,KOLATHUR,KALAI ARASAN M.,N,IND,M,55,GEN,41,208018,142435,142028
2011,KOLATHUR,RAMESH D.,N,IND,M,48,GEN,34,208018,142435,142028
2011,KOLATHUR,RAGHU V.M.,N,IND,M,26,GEN,31,208018,142435,142028
2011,VILLIVAKKAM,1 PRABHAKAR JCD,W,AIADMK,M,58,GEN,68612,193221,130834,130828
2011,VILLIVAKKAM,2 ANBAZHAGAN K,N,DMK,M,89,GEN,57830,193221,130834,130828
2011,VILLIVAKKAM,3 MASANA MUTHU D,N,BJP,M,57,GEN,1850,193221,130834,130828
2011,VILLIVAKKAM,4 SATISHKUMAR  K.P,N,MMKA,M,35,GEN,589,193221,130834,130828
2011,VILLIVAKKAM,5 MADHIYALAGAN P,N,BSP,M,28,GEN,528,193221,130834,130828
2011,VILLIVAKKAM,6 VALLAL E,N,IND,M,45,SC,383,193221,130834,130828
2011,VILLIVAKKAM,7 SANTHAKUMAR T,N,IND,M,36,GEN,238,193221,130834,130828
2011,VILLIVAKKAM,8 BILL LICGSSSIETLLIB,N,IND,M,46,GEN,197,193221,130834,130828
2011,VILLIVAKKAM,9 PRATHABAN S,N,IND,M,48,SC,189,193221,130834,130828
2011,VILLIVAKKAM,10  GUNASEKARAN M,N,IND,M,48,GEN,116,193221,130834,130828
2011,VILLIVAKKAM,SARAVANAN R,N,IND,M,45,GEN,116,193221,130834,130828
2011,VILLIVAKKAM,12  AYYAVOO V,N,IND,M,54,SC,90,193221,130834,130828
2011,VILLIVAKKAM,13  BHASKER B,N,IND,M,32,SC,90,193221,130834,130828
2011,THIRU-VI-KA-NAGAR,1 NEELAKANDAN. V,W,AIADMK,M,63,SC,72887,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,2 NATESAN .C. DR.,N,INC,M,68,SC,43546,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,3 KARUNANIDHI. E,N,BJP,M,59,SC,3561,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,4 AJITHA,N,IJK,F,40,SC,756,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,5 SAKTHIVEL. C,N,BSP,M,37,SC,630,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,6 SHEELA BASKARAN.B,N,IND,F,48,SC,518,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,7 SILAMBARASAN. R,N,IND,M,26,SC,407,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,8 SIVAKUMAR. P. R,N,IND,M,35,SC,272,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,9 PRABHAKARAN. K,N,IND,M,27,SC,235,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,10  KOLANCHI .M,N,IND,M,40,SC,231,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,SELVAKUMAR.G,N,IND,M,40,SC,212,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,12  RENUKUMAR .S.E,N,LJP,M,30,SC,151,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,13  KALAIVANAN .P,N,IND,M,34,SC,124,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,14  SANKAR .T,N,IND,M,31,SC,106,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,15  GOPALAKRISHNAN. A,N,IND,M,43,SC,100,181243,123871,123807
2011,THIRU-VI-KA-NAGAR,16  GOVINDARAJU. S,N,IND,M,57,SC,71,181243,123871,123807
2011,EGMORE,1 NALLATHAMBI K,W,DMDK,M,44,SC,51772,164768,112133,111996
2011,EGMORE,2 PARITHI ELLAMVZUTHI,N,DMK,M,52,SC,51570,164768,112133,111996
2011,EGMORE,3 KUMARAVADIVEL N.S,N,BJP,M,40,SC,4911,164768,112133,111996
2011,EGMORE,4 SUNDARAMURTHI R,N,IJK,M,63,SC,1132,164768,112133,111996
2011,EGMORE,5 SURESHBABU D,N,BSP,M,35,SC,669,164768,112133,111996
2011,EGMORE,6 PARTHIBAN  M,N,IND,M,36,SC,468,164768,112133,111996
2011,EGMORE,7 KATHIRAVAN D,N,IND,M,39,SC,462,164768,112133,111996
2011,EGMORE,8 SIVASANKARAN  V,N,IND,M,47,SC,421,164768,112133,111996
2011,EGMORE,9 NALLATHAMBI B,N,IND,M,31,SC,329,164768,112133,111996
2011,EGMORE,10  SUNDAR G,N,IND,M,32,SC,262,164768,112133,111996
2011,ROYAPURAM,1 JAYAKUMAR. D,W,AIADMK,M,50,GEN,65099,159349,112614,112461
2011,ROYAPURAM,2 MANOHAR. R,N,INC,M,45,GEN,43727,159349,112614,112461
2011,ROYAPURAM,CHANDAR (ALIAS),N,BJP,M,30,GEN,1683,159349,112614,112461
2011,ROYAPURAM,4 JEBARAJ IMMANUEL.S,N,IND,M,39,GEN,520,159349,112614,112461
2011,ROYAPURAM,5 ASHOK. J,N,IND,M,36,GEN,340,159349,112614,112461
2011,ROYAPURAM,6 MURUGAN. A,N,IND,M,31,GEN,241,159349,112614,112461
2011,ROYAPURAM,7 DOSS.K,N,BSP,M,48,GEN,235,159349,112614,112461
2011,ROYAPURAM,8 MOHAN. S,N,IND,M,55,GEN,201,159349,112614,112461
2011,ROYAPURAM,9 JAGANATHAN. N,N,IND,M,35,GEN,97,159349,112614,112461
2011,ROYAPURAM,10  SUBRAMANIYAM. G,N,IND,M,56,GEN,89,159349,112614,112461
2011,ROYAPURAM,GOPINATHAN. M,N,IND,M,60,GEN,87,159349,112614,112461
2011,ROYAPURAM,12  RAJARAMAN. N,N,IND,M,56,GEN,74,159349,112614,112461
2011,ROYAPURAM,13  SIVAKUMAR. K.J,N,IND,M,34,GEN,68,159349,112614,112461
2011,HARBOUR,1 KARUPPIAH .PALA,W,AIADMK,M,67,GEN,53920,152817,97201,96475
2011,HARBOUR,2 ALTAF HUSSAIN,N,DMK,M,61,GEN,33603,152817,97201,96475
2011,HARBOUR,3 JAISANKAR M,N,BJP,M,39,GEN,4663,152817,97201,96475
2011,HARBOUR,4 MOHAMED HUSSAIN P,N,SDPI,M,33,GEN,2237,152817,97201,96475
2011,HARBOUR,5 PRAVEEN MAHESHWARI,N,IND,M,34,GEN,761,152817,97201,96475
2011,HARBOUR,6 PUSHPARANI G,N,IJK,F,46,GEN,291,152817,97201,96475
2011,HARBOUR,7 CHANDRA KUMAR D,N,IND,M,43,SC,211,152817,97201,96475
2011,HARBOUR,8 AMEER JOHN K,N,IND,M,29,GEN,210,152817,97201,96475
2011,HARBOUR,9 BABU M D,N,IND,M,31,GEN,206,152817,97201,96475
2011,HARBOUR,10  HANUMANTHARAO G,N,IND,M,46,GEN,98,152817,97201,96475
2011,HARBOUR,SYED IBRAHIM A,N,IND,M,49,GEN,88,152817,97201,96475
2011,HARBOUR,12  SAKTHIVEL D,N,IND,M,43,SC,88,152817,97201,96475
2011,HARBOUR,13  CHAN BASHA,N,IND,M,51,GEN,53,152817,97201,96475
